,0,1
825,459.5,9.86
826,459.5,9.98
827,459.5,10.1
828,463.2,4.1
829,463.2,4.22
830,463.2,4.34
831,463.2,4.46
832,463.2,4.58
833,463.2,4.7
834,463.2,4.82
835,463.2,4.94
836,463.2,5.06
837,463.2,5.18
838,463.2,5.3
839,463.2,5.42
840,463.2,5.54
841,463.2,5.66
842,463.2,5.78
843,463.2,5.9
844,463.2,6.02
845,463.2,6.14
846,463.2,6.26
847,463.2,6.38
848,463.2,6.5
849,463.2,6.62
850,463.2,6.74
851,463.2,6.86
852,463.2,6.98
853,463.2,7.1
854,463.2,7.22
855,463.2,7.34
856,463.2,7.46
857,463.2,7.58
858,463.2,7.7
859,463.2,7.82
860,463.2,7.94
861,463.2,8.06
862,463.2,8.18
863,463.2,8.3
864,463.2,8.42
865,463.2,8.54
866,463.2,8.66
867,463.2,8.78
868,463.2,8.9
869,463.2,9.02
870,463.2,9.14
871,463.2,9.26
872,463.2,9.38
873,463.2,9.5
874,463.2,9.62
875,463.2,9.74
876,463.2,9.86
877,463.2,9.98
878,463.2,10.1
879,463.2,10.22
880,466.9,4.1
881,466.9,4.22
882,466.9,4.34
883,466.9,4.46
884,466.9,4.58
885,466.9,4.7
886,466.9,4.82
887,466.9,4.94
888,466.9,5.06
889,466.9,5.18
890,466.9,5.3
891,466.9,5.42
892,466.9,5.54
893,466.9,5.66
894,466.9,5.78
895,466.9,5.9
896,466.9,6.02
897,466.9,6.14
898,466.9,6.26
899,466.9,6.38
900,466.9,6.5
901,466.9,6.62
902,466.9,6.74
903,466.9,6.86
904,466.9,6.98
905,466.9,7.1
906,466.9,7.22
907,466.9,7.34
908,466.9,7.46
909,466.9,7.58
910,466.9,7.7
911,466.9,7.82
912,466.9,7.94
913,466.9,8.06
914,466.9,8.18
915,466.9,8.3
916,466.9,8.42
917,466.9,8.54
918,466.9,8.66
919,466.9,8.78
920,466.9,8.9
921,466.9,9.02
922,466.9,9.14
923,466.9,9.26
924,466.9,9.38
925,466.9,9.5
926,466.9,9.62
927,466.9,9.74
928,466.9,9.86
929,466.9,9.98
930,466.9,10.1
931,466.9,10.22
