,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
746,9.98,37906,9.12,0.87,1417.641379,41358,494.6959,472.9959,37053.31764,40330.00878,1422.995292,0.08597621,38984.33318,1.014165477,40144.14698,458.7698396,16.20089495,6.77E-12,4.28E-08,0.961596009
747,10.5,37906,9.61,0.88,1395.203409,41215,494.6959,471.3959,37053.31764,40194.57629,1400.496773,0.083182763,38907.71792,1.013817839,40049.95985,457.6934632,15.94447242,6.82E-12,4.29E-08,0.962203202
748,11,37906,10.1,0.88,1382.219318,41081,494.6959,469.7959,37053.31764,40067.64367,1387.477304,0.080369424,38836.20132,1.013284717,39966.66477,456.7415617,15.79608941,6.79E-12,4.26E-08,0.962554573
749,11.5,37906,10.6,0.88,1371.919318,40953,494.6959,468.0959,37053.31764,39946.37305,1377.147648,0.076621412,38768.84979,1.012704237,39885.05358,455.8089039,15.67838036,6.76E-12,4.23E-08,0.962833351
750,12,37906,11.1,0.89,1361.860674,40832,494.6959,466.3959,37053.31764,39831.71504,1367.060494,0.073792771,38705.18579,1.012177478,39807.00305,454.9169375,15.56342954,6.83E-12,4.26E-08,0.963105585
751,12.5,37906,11.6,0.89,1356.134831,40717,494.6959,464.5959,37053.31764,39722.72509,1361.315167,0.072858152,38645.15249,1.012098357,39751.21424,454.2793795,15.49799425,6.86E-12,4.24E-08,0.96326064
752,13,37906,12.1,0.9,1347.077778,40607,494.6959,462.7959,37053.31764,39618.4579,1352.227326,0.069080557,38588.11671,1.011522103,39669.41024,453.3445182,15.39448967,6.93E-12,4.28E-08,0.963505904
753,13.5,37906,12.6,0.9,1346.222222,40503,494.6959,460.9959,37053.31764,39519.86368,1351.36373,0.068127722,38533.98451,1.011285066,39613.56873,452.706358,15.38471233,6.98E-12,4.28E-08,0.963529211
754,14,37906,13.1,0.89,1333.606742,40403,494.6959,459.0959,37053.31764,39425.0484,1338.712802,0.063392486,38482.39748,1.01064107,39531.86713,451.7726669,15.24054182,6.89E-12,4.23E-08,0.963870636
755,14.5,37906,13.6,0.89,1335.876404,40308,494.6959,457.2959,37053.31764,39334.96195,1340.981142,0.063392486,38433.47311,1.01064107,39490.26798,451.2972692,15.26647967,6.96E-12,4.23E-08,0.963809418
756,15,37906,14.1,0.89,1340.213483,40217,494.6959,455.2959,37053.31764,39248.6577,1345.321589,0.059585063,38386.35698,1.010004978,39426.07894,450.5637128,15.31604408,6.97E-12,4.24E-08,0.963692277
757,15.5,37906,14.6,0.89,1345.539326,40130,494.6959,453.3959,37053.31764,39166.13705,1350.652248,0.058638019,38342.01249,1.009933869,39385.79575,450.103354,15.37690815,7.03E-12,4.25E-08,0.963548413
758,3.99,38959,3.47,0.52,2376.980769,44529,494.6959,488.9959,38054.47616,43326.48132,2383.902201,0.132622921,41141.24274,1.022889762,42544.93418,486.2061869,27.16428591,6.24E-12,4.06E-08,0.937355538
759,4.49,38959,3.94,0.56,2244.392857,44144,494.6959,487.8959,38054.47616,42963.35431,2251.237542,0.123613028,40920.47698,1.021067333,42284.73778,483.232646,25.6490629,6.36E-12,4.17E-08,0.940841715
760,4.99,38959,4.41,0.58,2156.068966,43812,494.6959,486.7959,38054.47616,42650.06512,2162.829622,0.116358253,40732.59633,1.019542565,42089.05159,480.9963319,24.63969191,6.27E-12,4.14E-08,0.943164909
761,5.49,38959,4.89,0.61,2070.393443,43520,494.6959,485.5959,38054.47616,42374.40579,2077.063793,0.110876039,40568.39166,1.018394127,41903.82664,478.8795696,23.66058664,6.38E-12,4.20E-08,0.945418673
762,5.99,38959,5.37,0.62,1990.564516,43259,494.6959,484.2959,38054.47616,42127.91981,1997.132311,0.104470635,40422.92062,1.01728882,41723.7631,476.821792,22.74829664,6.30E-12,4.15E-08,0.947519122
763,6.49,38959,5.85,0.65,1940.507692,43024,494.6959,482.9959,38054.47616,41905.91373,1946.998669,0.09895275,40293.21257,1.01628666,41583.482,475.2186508,22.1762441,6.43E-12,4.23E-08,0.94883654
764,6.99,38959,6.33,0.66,1899.015152,42811,494.6959,481.6959,38054.47616,41704.63035,1905.446111,0.094327959,40175.55524,1.01536834,41458.57065,473.791156,21.70206473,6.39E-12,4.20E-08,0.949928463
765,7.49,38959,6.82,0.68,1839.911765,42616,494.6959,480.2959,38054.47616,41520.30605,1846.239077,0.090619867,40069.80905,1.01483954,41318.50026,472.1904229,21.02662751,6.50E-12,4.24E-08,0.951484312
766,7.99,38959,7.3,0.68,1803.117647,42436,494.6959,478.8959,38054.47616,41350.11743,1809.378764,0.085035857,39972.29856,1.013898529,41193.89187,470.7663903,20.60614201,6.39E-12,4.18E-08,0.952452932
767,8.49,38959,7.79,0.69,1775.304348,42270,494.6959,477.3959,38054.47616,41193.12899,1781.517301,0.083159952,39882.82156,1.0134683,41103.5758,469.7342526,20.28828988,6.45E-12,4.18E-08,0.953185079
768,8.99,38959,8.28,0.7,1745.742857,42115,494.6959,475.8959,38054.47616,41046.51158,1751.898585,0.078485883,39800.34976,1.012768116,40998.91349,468.5381651,19.9504593,6.47E-12,4.19E-08,0.953963403
769,9.49,38959,8.78,0.71,1716.15493,41971,494.6959,474.2959,38054.47616,40910.27171,1722.245461,0.075662953,39723.92703,1.012306982,40898.13906,467.3865085,19.6123266,6.55E-12,4.21E-08,0.954742631
770,9.98,38959,9.27,0.72,1715.861111,41836,494.6959,472.6959,38054.47616,40782.52271,1721.943632,0.071899637,39652.7583,1.011652888,40827.74493,466.58204,19.60896883,6.58E-12,4.23E-08,0.954750563
771,10.5,38959,9.76,0.72,1703.097222,41709,494.6959,471.0959,38054.47616,40662.3227,1709.149445,0.070007446,39584.86747,1.011298138,40753.9534,465.7387457,19.4631023,6.57E-12,4.20E-08,0.95508677
772,11,38959,10.3,0.71,1677.197183,41589,494.6959,469.3959,38054.47616,40548.72889,1683.195269,0.06622593,39522.72509,1.01078984,40662.20428,464.6902311,19.16711502,6.48E-12,4.13E-08,0.955768797
773,11.5,38959,10.8,0.71,1670.704225,41477,494.6959,467.6959,38054.47616,40442.69133,1676.682804,0.064325087,39463.64757,1.010430506,40596.7123,463.9417845,19.09291309,6.49E-12,4.11E-08,0.955939932
774,12,38959,11.3,0.71,1667.098592,41370,494.6959,465.9959,38054.47616,40341.37255,1673.063,0.061482978,39408.3806,1.010082535,40534.56158,463.2315223,19.05170768,6.49E-12,4.10E-08,0.956035054
775,12.5,38959,11.8,0.73,1653.684932,41269,494.6959,464.1959,38054.47616,40245.72171,1659.612034,0.058619676,39356.59024,1.009610695,40458.41384,462.3613011,18.89841553,6.70E-12,4.22E-08,0.95638852
776,13,38959,12.3,0.73,1654.794521,41173,494.6959,462.3959,38054.47616,40154.79392,1660.715406,0.056709165,39308.24815,1.009281096,40403.02628,461.7283286,18.91109598,6.73E-12,4.22E-08,0.956359525
777,13.5,38959,12.8,0.73,1658.39726,41082,494.6959,460.5959,38054.47616,40068.59101,1664.316311,0.053845865,39261.48777,1.008904215,40348.20092,461.1017809,18.95226832,6.75E-12,4.23E-08,0.9562649
778,14,38959,13.3,0.73,1663.876712,40996,494.6959,458.6959,38054.47616,39987.11475,1669.796608,0.052882368,39217.20999,1.008671242,40301.12318,460.5637735,19.01488784,6.80E-12,4.24E-08,0.956120888
779,14.5,38959,13.8,0.73,1671.739726,40914,494.6959,456.7959,38054.47616,39909.41922,1677.664509,0.050008434,39175.13971,1.008275237,40249.66634,459.9757214,19.10474686,6.83E-12,4.25E-08,0.955914135
780,15,38959,14.3,0.73,1681.232877,40836,494.6959,454.8959,38054.47616,39835.50569,1687.16418,0.048085315,39134.722,1.007965419,40203.10743,459.4436433,19.21323518,6.87E-12,4.27E-08,0.955664501
781,15.5,38959,14.8,0.72,1697.138889,40761,494.6959,452.9959,38054.47616,39764.4276,1703.086114,0.048085315,39096.99935,1.007958892,40171.70075,459.0847258,19.39501009,6.87E-12,4.23E-08,0.955246103
782,3.99,40014,3.54,0.47,2762.638298,44832,494.6959,488.8959,39056.09432,43612.13484,2769.990194,0.11450815,41676.19953,1.018807258,43116.4239,492.7372074,31.57160443,6.17E-12,4.20E-08,0.929076621
783,4.49,40014,4.01,0.48,2633.041667,44472,494.6959,487.7959,39056.09432,43272.73151,2640.384247,0.106288048,41476.46504,1.017281085,42883.60071,490.0764893,30.09056597,6.02E-12,4.11E-08,0.932395077
784,4.99,40014,4.49,0.49,2504.081633,44162,494.6959,486.6959,39056.09432,42980.33587,2511.349863,0.09985056,41305.78544,1.016240507,42655.26627,487.467069,28.61680258,5.97E-12,4.06E-08,0.935698899
785,5.49,40014,4.98,0.52,2453.326923,43892,494.6959,485.3959,39056.09432,42725.5693,2460.572657,0.093384884,41158.5366,1.014940387,42521.04809,485.9332152,28.03677456,6.11E-12,4.17E-08,0.936999009
786,5.99,40014,5.46,0.53,2383.603774,43653,494.6959,484.1959,39056.09432,42499.9764,2390.805219,0.087815036,41028.37513,1.013972125,42370.19144,484.2092159,27.23997402,6.07E-12,4.14E-08,0.938785348
787,6.49,40014,5.95,0.55,2301.727273,43438,494.6959,482.8959,39056.09432,42296.97509,2308.844523,0.084086989,40912.96944,1.013460402,42214.69419,482.4321834,26.30428421,6.24E-12,4.21E-08,0.940883886
788,6.99,40014,6.44,0.55,2252.054545,43244,494.6959,481.4959,39056.09432,42113.75131,2259.117667,0.079405237,40809.12062,1.012633835,42087.10946,480.9741371,25.73662116,6.14E-12,4.14E-08,0.942157102
789,7.49,40014,6.93,0.55,2210.872727,43068,494.6959,480.0959,39056.09432,41947.48618,2217.885955,0.074715887,40715.54372,1.011925239,41973.69309,479.6780078,25.26599275,6.05E-12,4.08E-08,0.943212807
790,7.99,40014,7.42,0.56,2190.267857,42906,494.6959,478.5959,39056.09432,41794.41178,2197.257887,0.071887175,40629.80634,1.011369135,41889.26214,478.7131255,25.03051899,6.12E-12,4.10E-08,0.943740972
791,8.49,40014,7.91,0.58,2153.741379,42758,494.6959,477.1959,39056.09432,41654.53676,2160.681054,0.06810949,40551.99695,1.010816144,41785.33407,477.525429,24.61309211,6.30E-12,4.20E-08,0.944677493
792,8.99,40014,8.41,0.59,2127.389831,42620,494.6959,475.5959,39056.09432,41524.08755,2134.29198,0.064318377,40479.88997,1.010199934,41692.05515,476.4594316,24.31194495,6.36E-12,4.24E-08,0.945353164
793,9.49,40014,8.9,0.59,2110.745763,42493,494.6959,474.0959,39056.09432,41404.01498,2117.619409,0.062418457,40413.57633,1.009899893,41620.24777,475.6388123,24.12173549,6.38E-12,4.21E-08,0.945780052
794,9.98,40014,9.4,0.59,2098.949153,42373,494.6959,472.3959,39056.09432,41290.54163,2105.799882,0.058609046,40351.83623,1.009276699,41540.03292,474.7221121,23.98692309,6.34E-12,4.19E-08,0.946082681
795,10.5,40014,9.9,0.59,2091.288136,42262,494.6959,470.7959,39056.09432,41185.5624,2098.120734,0.055743757,40294.51454,1.00880934,41469.86435,473.9202212,23.8993725,6.34E-12,4.18E-08,0.9462793
796,11,40014,10.4,0.59,2086.745763,42158,494.6959,469.0959,39056.09432,41087.18917,2093.563803,0.053835203,40241.36772,1.008570452,41412.36388,473.2631022,23.84746198,6.37E-12,4.17E-08,0.946395976
797,11.5,40014,10.9,0.59,2085.932203,42060,494.6959,467.3959,39056.09432,40994.47865,2092.739779,0.051913073,40191.16927,1.00818685,41352.28737,472.576544,23.83816457,6.39E-12,4.17E-08,0.946417075
798,12,40014,11.4,0.59,2087.949153,41968,494.6959,465.6959,39056.09432,40907.4331,2094.748997,0.049034227,40144.29108,1.007756153,41293.51352,471.9048728,23.86121439,6.40E-12,4.17E-08,0.94636563
799,12.5,40014,11.9,0.59,2093.186441,41881,494.6959,463.8959,39056.09432,40825.1083,2099.982408,0.047112106,40099.89378,1.007481367,41243.01574,471.327781,23.92106645,6.43E-12,4.18E-08,0.946231633
800,13,40014,12.4,0.6,2088.216667,41799,494.6959,462.0959,39056.09432,40747.50594,2094.986745,0.046144707,40057.98647,1.007308671,41188.35439,470.7031076,23.86427156,6.61E-12,4.27E-08,0.946359543
801,13.5,40014,12.9,0.59,2085.559322,41721,494.6959,460.1959,39056.09432,40673.68107,2092.307689,0.04229171,40018.3017,1.006871959,41127.56099,470.0083569,23.83390326,6.52E-12,4.22E-08,0.946428138
802,14,40014,13.4,0.59,2097.288136,41648,494.6959,458.3959,39056.09432,40604.58149,2104.037286,0.041320403,39981.11928,1.006644394,41086.2709,469.5364911,23.96794088,6.59E-12,4.24E-08,0.946127811
803,14.5,40014,13.9,0.58,2108.551724,41578,494.6959,456.4959,39056.09432,40538.3152,2115.291048,0.040353992,39945.50692,1.006540805,41047.13754,469.0892726,24.09666188,6.55E-12,4.19E-08,0.945839668
804,15,40014,14.4,0.57,2098.315789,41512,494.6959,454.4959,39056.09432,40475.82979,2105.033448,0.039384653,39912.12816,1.006420968,41001.99103,468.5733354,23.97968497,6.52E-12,4.15E-08,0.946102305
805,15.5,40014,14.9,0.57,2116.491228,41450,494.6959,452.5959,39056.09432,40417.12629,2123.214367,0.036476599,39880.22926,1.006013043,40959.08647,468.0830193,24.18739503,6.55E-12,4.18E-08,0.945636797
806,3.99,41070,3.6,0.39,3192.512821,45202,494.6959,488.7959,40057.2228,43960.79504,3200.120144,0.098913186,42258.84308,1.01576445,43699.22458,499.3974903,36.48423755,5.67E-12,4.01E-08,0.920111283
807,4.49,41070,4.08,0.41,3104.731707,44868,494.6959,487.6959,40057.2228,43646.06614,3112.390006,0.090588581,42079.08865,1.014191532,43521.712,497.3688654,35.48106946,5.68E-12,4.07E-08,0.922301403
808,4.99,41070,4.57,0.43,3007.604651,44582,494.6959,486.4959,40057.2228,43376.45551,3015.300124,0.085002605,41925.98036,1.013179603,43350.52366,495.4125142,34.37109534,5.80E-12,4.14E-08,0.924725183
809,5.49,41070,5.06,0.44,2899.75,44335,494.6959,485.2959,40057.2228,43143.52654,2907.429415,0.078455356,41794.27235,1.012200832,43158.85145,493.2220721,33.1385256,5.81E-12,4.14E-08,0.927418098
810,5.99,41070,5.55,0.44,2830.340909,44118,494.6959,483.9959,40057.2228,42938.82467,2838.00844,0.073762151,41679.53146,1.01149254,43022.77769,491.6670126,32.34531414,5.72E-12,4.06E-08,0.929151143
811,6.49,41070,6.04,0.44,2774.931818,43924,494.6959,482.6959,40057.2228,42755.76869,2782.582145,0.069984411,41577.45003,1.01081568,42900.47644,490.2693463,31.71209556,5.66E-12,3.99E-08,0.930534821
812,6.99,41070,6.53,0.45,2734.311111,43750,494.6959,481.2959,40057.2228,42591.54378,2741.953112,0.066199985,41486.56082,1.010180828,42796.80829,489.0846201,31.24787956,5.74E-12,4.03E-08,0.931549096
813,7.49,41070,7.03,0.46,2691.195652,43593,494.6959,479.8959,40057.2228,42443.33079,2698.817142,0.061456954,41404.86783,1.009482084,42687.26291,487.8327286,30.75515338,5.81E-12,4.08E-08,0.932625955
814,7.99,41070,7.52,0.47,2646.255319,43450,494.6959,478.3959,40057.2228,42308.30695,2653.838073,0.059550297,41331.01769,1.009203912,42589.53335,486.7158691,30.24157242,5.97E-12,4.14E-08,0.933748825
815,8.49,41070,8.02,0.47,2625.361702,43319,494.6959,476.8959,40057.2228,42184.59093,2632.926017,0.05573505,41263.73708,1.008632748,42505.39085,485.7542832,30.00279885,5.94E-12,4.11E-08,0.93427088
816,8.99,41070,8.51,0.47,2609.957447,43198,494.6959,475.3959,40057.2228,42070.29946,2617.504643,0.052861051,41201.93728,1.008121662,42428.8573,484.8796529,29.82675805,5.91E-12,4.10E-08,0.934655863
817,9.49,41070,9.01,0.47,2599.765957,43087,494.6959,473.7959,40057.2228,41965.43716,2607.298562,0.05094957,41145.43269,1.007926952,42369.62513,484.202744,29.71028907,5.95E-12,4.08E-08,0.934910651
818,9.98,41070,9.51,0.47,2594.617021,42984,494.6959,472.1959,40057.2228,41868.11845,2602.136913,0.048063933,41092.79098,1.007416224,42301.48536,483.4240384,29.6514467,5.94E-12,4.08E-08,0.935039508
819,10.5,41070,10,0.47,2593.446809,42888,494.6959,470.5959,40057.2228,41777.40145,2600.956002,0.045177308,41043.9425,1.00701116,42241.26697,482.7358589,29.63807344,5.95E-12,4.08E-08,0.935068988
820,11,41070,10.5,0.47,2595.93617,42798,494.6959,468.8959,40057.2228,41692.34357,2603.435133,0.043247397,40999.86803,1.006711279,42188.6434,482.1344734,29.66652202,5.97E-12,4.08E-08,0.935007099
821,11.5,41070,11,0.47,2602.234043,42715,494.6959,467.0959,40057.2228,41613.89215,2609.724444,0.042278043,40957.46534,1.006500936,42141.8708,481.5999532,29.7384945,6.02E-12,4.09E-08,0.93485009
822,12,41070,11.5,0.47,2612.021277,42636,494.6959,465.3959,40057.2228,41539.21335,2619.503826,0.039379752,40917.84818,1.006141576,42091.99516,481.0299712,29.85034363,6.04E-12,4.10E-08,0.934605955
823,12.5,41070,12,0.47,2624.702128,42563,494.6959,463.5959,40057.2228,41470.19926,2632.177313,0.037438117,40881.02148,1.005796632,42045.17245,480.4948783,29.99526119,6.07E-12,4.12E-08,0.934289571
824,13,41070,12.5,0.47,2640.404255,42494,494.6959,461.7959,40057.2228,41404.96051,2647.871356,0.037438117,40846.23549,1.005796632,42013.75786,480.1358705,30.1747061,6.17E-12,4.14E-08,0.93389778
825,13.5,41070,13,0.47,2659.042553,42429,494.6959,459.8959,40057.2228,41343.49815,2666.501636,0.034528115,40813.49682,1.005437523,41970.27263,479.6389185,30.38770574,6.18E-12,4.17E-08,0.933432688
826,14,41070,13.5,0.46,2675.304348,42368,494.6959,458.0959,40057.2228,41285.81318,2682.738707,0.032578644,40782.61798,1.005112038,41925.937,479.1322482,30.57354655,6.10E-12,4.11E-08,0.933027341
827,14.5,41070,14,0.46,2698.804348,42311,494.6959,456.0959,40057.2228,41231.90653,2706.227558,0.032578644,40753.41691,1.005112038,41899.73617,478.8328234,30.84210603,6.20E-12,4.14E-08,0.932440959
828,15,41070,14.5,0.45,2688.8,42256,494.6959,454.1959,40057.2228,41179.88739,2696.208818,0.031603421,40726.08405,1.004991317,41859.17705,478.3693112,30.72777572,6.15E-12,4.09E-08,0.93269107
829,15.5,41070,15,0.44,2693.477273,42205,494.6959,452.1959,40057.2228,41131.64801,2700.855649,0.02867479,40700.05578,1.004577339,41812.29701,477.8335632,30.78122788,6.06E-12,4.03E-08,0.932575065
830,3.99,42128,3.66,0.33,3764.363636,45652,494.6959,488.6959,41058.8097,44384.60801,3771.865282,0.084990241,42898.96862,1.013027233,44387.47806,507.2628944,43.01938468,5.20E-12,3.92E-08,0.908135055
831,4.49,42128,4.15,0.36,3638.472222,45345,494.6959,487.5959,41058.8097,44095.50111,3646.130372,0.077512117,42736.73855,1.011876193,44186.66144,504.9679494,41.58068967,5.49E-12,4.15E-08,0.911197368
832,4.99,42128,4.64,0.36,3539.527778,45085,494.6959,486.3959,41058.8097,43850.56175,3547.279953,0.070923821,42601.09981,1.01081351,44013.82291,502.9927398,40.44994633,5.36E-12,4.06E-08,0.9136049
833,5.49,42128,5.13,0.36,3461.055556,44861,494.6959,485.1959,41058.8097,43639.46851,3468.867611,0.066193247,42484.57388,1.010026819,43871.25038,501.363412,39.55316083,5.29E-12,3.99E-08,0.915514657
834,5.99,42128,5.62,0.36,3398.583333,44666,494.6959,483.8959,41058.8097,43455.65259,3406.433091,0.062397269,42383.92771,1.009417918,43750.79212,499.9868074,38.83922434,5.25E-12,3.93E-08,0.917035269
835,6.49,42128,6.12,0.37,3382.486486,44493,494.6959,482.5959,41058.8097,43292.53455,3390.338733,0.05763881,42294.85598,1.008646933,43662.96169,498.9830756,38.65526856,5.31E-12,3.99E-08,0.917427252
836,6.99,42128,6.61,0.37,3344.918919,44339,494.6959,481.1959,41058.8097,43147.29928,3352.786207,0.053817757,42216.28076,1.008074536,43563.66659,497.848325,38.22594404,5.27E-12,3.96E-08,0.918341856
837,7.49,42128,7.11,0.38,3306.736842,44201,494.6959,479.7959,41058.8097,43017.12783,3314.619072,0.051899489,42145.71934,1.007768044,43476.12124,496.8478512,37.78959686,5.45E-12,4.04E-08,0.919271428
838,7.99,42128,7.61,0.38,3286.421053,44076,494.6959,478.2959,41058.8097,42899.19805,3294.304537,0.047098481,42082.73591,1.007062853,43387.17501,495.8313681,37.55742674,5.40E-12,4.03E-08,0.919766195
839,8.49,42128,8.1,0.39,3251,43961,494.6959,476.7959,41058.8097,42790.68512,3258.874408,0.045168552,42024.9648,1.006754251,43302.02427,494.8582601,37.15263272,5.58E-12,4.12E-08,0.920629107
840,8.99,42128,8.6,0.39,3243.641026,43858,494.6959,475.1959,41058.8097,42693.48101,3251.508209,0.042278043,41973.0872,1.006411418,43239.49086,494.1436244,37.06853389,5.59E-12,4.12E-08,0.920808513
841,9.49,42128,9.1,0.39,3241.717949,43762,494.6959,473.5959,41058.8097,42602.87087,3249.57467,0.040340314,41925.13963,1.00604977,43179.88425,493.4624362,37.04655685,5.61E-12,4.12E-08,0.920855605
842,9.98,42128,9.6,0.38,3212.657895,43674,494.6959,471.9959,41058.8097,42519.80128,3220.51779,0.038405516,41881.32276,1.005857559,43113.54984,492.7043625,36.71445672,5.53E-12,4.02E-08,0.921563294
843,10.5,42128,10.1,0.38,3219.973684,43593,494.6959,470.2959,41058.8097,42443.33079,3227.818686,0.035492564,41840.43066,1.005394193,43057.64652,492.0654958,36.79806203,5.54E-12,4.03E-08,0.921385478
844,11,42128,10.6,0.38,3230.315789,43517,494.6959,468.6959,41058.8097,42371.57311,3238.143479,0.035492564,41803.03175,1.005394193,43023.46583,491.6748767,36.91625226,5.61E-12,4.05E-08,0.921134015
845,11.5,42128,11.1,0.38,3245.157895,43447,494.6959,466.8959,41058.8097,42305.474,3252.965231,0.032573738,41768.22474,1.004949722,42973.95742,491.1090914,37.08586877,5.62E-12,4.06E-08,0.920773026
846,12,42128,11.6,0.38,3263.368421,43382,494.6959,465.1959,41058.8097,42244.09068,3271.152067,0.03159851,41735.55125,1.004783059,42937.45928,490.6919884,37.29397981,5.66E-12,4.08E-08,0.92033008
847,12.5,42128,12.1,0.38,3284.315789,43321,494.6959,463.3959,41058.8097,42186.47989,3292.072649,0.030625242,41705.29703,1.004690664,42906.24915,490.3353171,37.53336766,5.73E-12,4.11E-08,0.919820553
