,0
0,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 838.2872508820456, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.7222425107002501, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.2895194231792577, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6259853931455016, 'a0_winter': 37.20213042764698, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8015446424800614, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
1,"{'B_PSH': 1372257.0322517548, 'N_pv1_sub': 861.6392566371366, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08094025350515173, 'a7_spring': -0.859112207045873, 'b1_spring': -0.7059446979833218, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.306624805565308, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.435548208084406, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6253985319277782, 'a0_winter': 37.20213042764698, 'a1_winter': -0.01573434676873519, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
2,"{'B_PSH': 1455503.3061884204, 'N_pv1_sub': 862.968975671399, 'a0_spring': 37.47947599152114, 'a1_spring': -0.12194177333073629, 'a7_spring': -0.7855265093240758, 'b1_spring': 1.184230779105827, 'b7_spring': 0.11569173702122099, 'a0_summer': 37.337045019717, 'a1_summer': 0.14808902736436547, 'a7_summer': -0.12018568564462923, 'b1_summer': -0.5382754618093244, 'b7_summer': 0.8595280199626483, 'a0_fall': 37.44164623632002, 'a1_fall': -0.5568290093035222, 'a7_fall': 0.07746509685169276, 'b1_fall': 1.0025529712511076, 'b7_fall': 0.910171431677262, 'a0_winter': 37.25362262074125, 'a1_winter': 0.27370696828706426, 'a7_winter': -1.4827161067032741, 'b1_winter': -0.8012113355361036, 'b7_winter': -0.3037412835891884, 'ERD_choice': 1}"
3,"{'B_PSH': 1396111.497691165, 'N_pv1_sub': 834.3541662849723, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': -0.3701408414366276, 'a0_summer': 37.169520147097096, 'a1_summer': -0.01828728754518829, 'a7_summer': -0.8474815952295707, 'b1_summer': -0.3680816617056033, 'b7_summer': 0.793714764714842, 'a0_fall': 37.44212991649803, 'a1_fall': 1.5164638153172239, 'a7_fall': -0.9434016660760975, 'b1_fall': -0.21003538724299398, 'b7_fall': -1.0263604152424608, 'a0_winter': 37.27133619344569, 'a1_winter': -0.3116274864641985, 'a7_winter': 0.008006922738318323, 'b1_winter': -0.8981421896507416, 'b7_winter': -0.8928741582619396, 'ERD_choice': 1}"
4,"{'B_PSH': 1364341.8028439402, 'N_pv1_sub': 794.8315478389817, 'a0_spring': 37.48825651567769, 'a1_spring': -0.32163510828490366, 'a7_spring': -1.016551399882593, 'b1_spring': -0.7205830833401685, 'b7_spring': 0.09742473729747336, 'a0_summer': 37.23632344163046, 'a1_summer': -1.2803850184398742, 'a7_summer': -0.7790309987729096, 'b1_summer': -0.5410083333457707, 'b7_summer': -0.05575034361390985, 'a0_fall': 37.44925945855942, 'a1_fall': -0.38351580681785746, 'a7_fall': 0.5169631324114938, 'b1_fall': -0.5842798095814553, 'b7_fall': 0.8716767417880343, 'a0_winter': 37.270447021887634, 'a1_winter': 0.8874808948517454, 'a7_winter': -1.6060142691574384, 'b1_winter': -0.8930414324070949, 'b7_winter': -0.01007717285567672, 'ERD_choice': 1}"
5,"{'B_PSH': 1406260.2378699142, 'N_pv1_sub': 863.4526981574356, 'a0_spring': 37.47897717277772, 'a1_spring': -0.22068731741591147, 'a7_spring': -0.969525765417929, 'b1_spring': 0.9187636098615158, 'b7_spring': -0.3559441369131034, 'a0_summer': 37.33699771676994, 'a1_summer': -1.0128016026931077, 'a7_summer': -0.21444899567755257, 'b1_summer': -0.4832423433809676, 'b7_summer': -0.6619761049988913, 'a0_fall': 37.52752392109172, 'a1_fall': -0.49639050434874543, 'a7_fall': -0.9403270832042195, 'b1_fall': -0.259705360111256, 'b7_fall': -0.2331799717866771, 'a0_winter': 37.269743184512016, 'a1_winter': -0.3261833911485438, 'a7_winter': 1.1407446334816072, 'b1_winter': -0.7871975629555743, 'b7_winter': 0.7891788432943886, 'ERD_choice': 1}"
6,"{'B_PSH': 1358427.9296208809, 'N_pv1_sub': 811.1096292219434, 'a0_spring': 37.54865447743585, 'a1_spring': -0.02066102888492055, 'a7_spring': -0.19734450175768814, 'b1_spring': 0.9014995864551605, 'b7_spring': -0.9785683026207985, 'a0_summer': 37.470422957600356, 'a1_summer': -0.08199763051191214, 'a7_summer': -0.5808092114231546, 'b1_summer': 0.310837656048594, 'b7_summer': 0.7348515217629792, 'a0_fall': 37.52634323522752, 'a1_fall': -0.36312936455411393, 'a7_fall': 0.07474529747090178, 'b1_fall': -0.7572901196324086, 'b7_fall': 0.3244194446740519, 'a0_winter': 37.26556677413946, 'a1_winter': 0.8875113136178288, 'a7_winter': -1.6084968837893006, 'b1_winter': -0.8990797639323023, 'b7_winter': -0.4344419638162668, 'ERD_choice': 1}"
7,"{'B_PSH': 1364330.097340683, 'N_pv1_sub': 841.4634293393852, 'a0_spring': 37.4707063099574, 'a1_spring': 0.010949557132293397, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': -0.4039131880887149, 'a0_summer': 37.17368423153077, 'a1_summer': -1.3002192912501473, 'a7_summer': 0.008730444458441733, 'b1_summer': -0.8804667053466553, 'b7_summer': 0.7301250524521254, 'a0_fall': 37.39766198729872, 'a1_fall': -0.3112395388064795, 'a7_fall': -0.9403270832042195, 'b1_fall': -0.5313956678017595, 'b7_fall': -0.5279309022594352, 'a0_winter': 37.26970818371611, 'a1_winter': 0.9724420617921323, 'a7_winter': 0.057509794582444096, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.4642348746034857, 'ERD_choice': 1}"
8,"{'B_PSH': 1363022.3118668278, 'N_pv1_sub': 817.5741217737992, 'a0_spring': 37.48623425614394, 'a1_spring': 0.06856461302513778, 'a7_spring': -0.859112207045873, 'b1_spring': -0.6765718839859822, 'b7_spring': -0.3997814044627953, 'a0_summer': 37.22949562693928, 'a1_summer': -0.007211937662981227, 'a7_summer': -0.5536441702629454, 'b1_summer': -0.9357193301693492, 'b7_summer': 0.4894515763931869, 'a0_fall': 37.44932360116919, 'a1_fall': -0.30266794740797964, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6574380275126496, 'a0_winter': 37.20213042764698, 'a1_winter': -0.32072721476993354, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.5027975293574738, 'ERD_choice': 1}"
9,"{'B_PSH': 1371488.6607519821, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.19413860843769, 'a1_spring': -0.3350502784424584, 'a7_spring': -0.8222152074332901, 'b1_spring': 0.9203742953445118, 'b7_spring': -0.3683575855894335, 'a0_summer': 37.35652412893317, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': 0.256614108959341, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.52802664841918, 'a1_fall': 0.36961656892008593, 'a7_fall': 0.38705127302731523, 'b1_fall': 0.9664380938031365, 'b7_fall': -0.4635150599117392, 'a0_winter': 37.26173654499215, 'a1_winter': 0.893589871730303, 'a7_winter': -1.6020319705639392, 'b1_winter': 0.3941862822398097, 'b7_winter': 0.7742427592032279, 'ERD_choice': 1}"
10,"{'B_PSH': 1347233.3503344697, 'N_pv1_sub': 794.3105882422552, 'a0_spring': 37.490839146377894, 'a1_spring': 0.04092609940690005, 'a7_spring': -0.8578175821995728, 'b1_spring': 1.2035013913027055, 'b7_spring': -0.25268430624435256, 'a0_summer': 37.48079712401187, 'a1_summer': -0.010386469562505732, 'a7_summer': 0.3733091628273933, 'b1_summer': 0.6479296913211382, 'b7_summer': -0.5492570829703163, 'a0_fall': 37.44534815870239, 'a1_fall': -0.3589731192901038, 'a7_fall': -0.08169583715505477, 'b1_fall': -0.28501770755371325, 'b7_fall': -0.44964039946809464, 'a0_winter': 37.20575673126332, 'a1_winter': 0.8877660804763319, 'a7_winter': -0.19789638621619415, 'b1_winter': 0.4033852470526787, 'b7_winter': 1.514384955997355, 'ERD_choice': 1}"
11,"{'B_PSH': 1396111.497691165, 'N_pv1_sub': 834.3541662849723, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.169520147097096, 'a1_summer': -0.01828728754518829, 'a7_summer': -0.6001598207042436, 'b1_summer': -0.36761736215198804, 'b7_summer': 0.793714764714842, 'a0_fall': 37.44409620497437, 'a1_fall': 1.5164638153172239, 'a7_fall': -0.9037564439867157, 'b1_fall': -0.21003538724299398, 'b7_fall': -1.0499850266583066, 'a0_winter': 37.27133619344569, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.009858613849027253, 'b1_winter': -0.8017581548014753, 'b7_winter': -0.8928741582619396, 'ERD_choice': 1}"
12,"{'B_PSH': 1395606.1500374875, 'N_pv1_sub': 826.8909992447676, 'a0_spring': 37.21417934437331, 'a1_spring': -0.8738744316357121, 'a7_spring': -0.8578295700876012, 'b1_spring': -0.27450056642652965, 'b7_spring': -0.692328157200565, 'a0_summer': 37.247797368917404, 'a1_summer': -1.0128376334815863, 'a7_summer': 0.23605683915224038, 'b1_summer': -0.37814438290249786, 'b7_summer': 0.7831328002580661, 'a0_fall': 37.44917965578146, 'a1_fall': -0.35193344627035394, 'a7_fall': -0.9056121430303619, 'b1_fall': -0.17304453667375969, 'b7_fall': -0.8725188137202908, 'a0_winter': 37.252970990606045, 'a1_winter': -0.30908473925734226, 'a7_winter': -0.4928886877870521, 'b1_winter': 1.3610206876286046, 'b7_winter': -0.9152435029088369, 'ERD_choice': 1}"
13,"{'B_PSH': 1353596.0511810717, 'N_pv1_sub': 826.8211811694799, 'a0_spring': 37.46645063491082, 'a1_spring': -0.08269964143508925, 'a7_spring': -0.19473878138283296, 'b1_spring': 0.8973154657137927, 'b7_spring': -0.8998894637426113, 'a0_summer': 37.2441424954564, 'a1_summer': -0.26513472912458386, 'a7_summer': -0.797695061769471, 'b1_summer': 0.6287997683967568, 'b7_summer': -0.8712215459320874, 'a0_fall': 37.84482484119806, 'a1_fall': 0.11402678180164022, 'a7_fall': 0.0819446237610483, 'b1_fall': -0.22731675180469146, 'b7_fall': -0.45890371446337164, 'a0_winter': 37.27878254194044, 'a1_winter': 1.0767716127731517, 'a7_winter': 0.8653490312789182, 'b1_winter': -0.7728637590849109, 'b7_winter': 0.5156015240879226, 'ERD_choice': 1}"
14,"{'B_PSH': 1395606.1500374875, 'N_pv1_sub': 826.8909992447676, 'a0_spring': 37.203034914055706, 'a1_spring': -0.8738744316357121, 'a7_spring': -0.8578295700876012, 'b1_spring': -0.27450056642652965, 'b7_spring': -0.6697631667053839, 'a0_summer': 37.37030005014605, 'a1_summer': -1.0128376334815863, 'a7_summer': -0.09753338673163198, 'b1_summer': -0.38826015024079613, 'b7_summer': 0.7580053144020216, 'a0_fall': 37.44917965578146, 'a1_fall': -0.35193344627035394, 'a7_fall': -0.9056121430303619, 'b1_fall': -0.1779103478265882, 'b7_fall': -0.8684996402268744, 'a0_winter': 37.252970990606045, 'a1_winter': -0.32188475660830423, 'a7_winter': -0.4928886877870521, 'b1_winter': 1.3610206876286046, 'b7_winter': -0.9152435029088369, 'ERD_choice': 1}"
15,"{'B_PSH': 1348024.144720228, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.19413860843769, 'a1_spring': -0.3350502784424584, 'a7_spring': -0.8222152074332901, 'b1_spring': 1.1659149920830918, 'b7_spring': -0.3758085339465508, 'a0_summer': 37.34124112732423, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': 0.25125356033173574, 'b7_summer': -0.5654480222600625, 'a0_fall': 37.52802664841918, 'a1_fall': 0.36918560771856546, 'a7_fall': 0.38705127302731523, 'b1_fall': -0.681138459855732, 'b7_fall': -0.4509613193044853, 'a0_winter': 37.26170530767421, 'a1_winter': 0.8179729660672362, 'a7_winter': -1.2479452306673877, 'b1_winter': 0.3979234251520336, 'b7_winter': 0.7145645480453632, 'ERD_choice': 1}"
16,"{'B_PSH': 1364519.0193757066, 'N_pv1_sub': 863.4526981574356, 'a0_spring': 37.48769088762092, 'a1_spring': -0.17581507668585886, 'a7_spring': -0.8100308989471622, 'b1_spring': 0.0162452571188203, 'b7_spring': -0.35740369802563715, 'a0_summer': 37.16674229521207, 'a1_summer': -0.26946095487616717, 'a7_summer': -0.1244989717827294, 'b1_summer': -0.8430815998609468, 'b7_summer': 0.7153732851151706, 'a0_fall': 37.42988355469117, 'a1_fall': 1.42848428103169, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.9201147635019762, 'b7_fall': -0.5160797077613896, 'a0_winter': 37.185870789814054, 'a1_winter': 0.8164141713242162, 'a7_winter': 0.09864103133202823, 'b1_winter': -0.7643342121778478, 'b7_winter': 1.1158769361678496, 'ERD_choice': 1}"
17,"{'B_PSH': 1359550.5136808224, 'N_pv1_sub': 800.3541831540003, 'a0_spring': 37.20434978183125, 'a1_spring': -0.28319029551257907, 'a7_spring': -0.7519310350852947, 'b1_spring': 0.9174437642099207, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.46816876045355, 'a1_summer': -0.05781317321911583, 'a7_summer': -0.09258846994185639, 'b1_summer': -0.03241606656944168, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.52595284410812, 'a1_fall': -0.36146781690323876, 'a7_fall': 0.07039014202023142, 'b1_fall': -0.3040361100761958, 'b7_fall': 0.33795054944714, 'a0_winter': 37.24573665878953, 'a1_winter': 0.8706038366401461, 'a7_winter': -1.3434292043956466, 'b1_winter': -0.8114356149738244, 'b7_winter': -1.0134241835430782, 'ERD_choice': 1}"
