,0
0,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 837.3985033170163, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.017898987370215946, 'a7_summer': -0.5501905548253179, 'b1_summer': -0.8285088661891465, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.44409620497437, 'a1_fall': 1.4121857512913143, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.18498819548007622, 'b7_fall': 0.655917688384518, 'a0_winter': 37.27126061332018, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.009858613849027253, 'b1_winter': -0.8017581548014753, 'b7_winter': 1.0803515954281528, 'ERD_choice': 1}"
1,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 863.4526981574356, 'a0_spring': 37.47897717277772, 'a1_spring': -0.8017124986532989, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.43113880168311003, 'a0_summer': 37.228217474034984, 'a1_summer': -0.017898987370215946, 'a7_summer': -0.7853904482915399, 'b1_summer': 0.5065728215100763, 'b7_summer': -0.7233348254610674, 'a0_fall': 37.43607324190601, 'a1_fall': -0.9356208760395379, 'a7_fall': -0.12327214359350397, 'b1_fall': -0.6850912873842567, 'b7_fall': 0.6259293300366386, 'a0_winter': 37.269743184512016, 'a1_winter': -0.012601101530924197, 'a7_winter': 0.0027687515850289973, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.9162981912685375, 'ERD_choice': 1}"
2,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 863.4526981574356, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.017898987370215946, 'a7_summer': -1.561845215295116, 'b1_summer': -0.8285088661891465, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.44409620497437, 'a1_fall': -0.49440086306346476, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.18732687290530708, 'b7_fall': 0.6259293300366386, 'a0_winter': 37.269743184512016, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.0027687515850289973, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.4642348746034857, 'ERD_choice': 1}"
3,"{'B_PSH': 1338411.1645361453, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.202304109266755, 'a1_spring': -0.3350502784424584, 'a7_spring': -0.8222152074332901, 'b1_spring': 0.9203742953445118, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.355854766785185, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': 0.256614108959341, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.52646268318328, 'a1_fall': -0.2957000407277558, 'a7_fall': 0.3932612668883231, 'b1_fall': 0.9664380938031365, 'b7_fall': -0.4635150599117392, 'a0_winter': 37.26173654499215, 'a1_winter': -0.2694052044076395, 'a7_winter': -1.6020240261029182, 'b1_winter': 0.394068832585333, 'b7_winter': 0.7742427592032279, 'ERD_choice': 1}"
4,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 882.4145320545459, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.10683210372204538, 'a7_summer': -1.561845215295116, 'b1_summer': -0.8285088661891465, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.44409620497437, 'a1_fall': -0.49440086306346476, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.18732687290530708, 'b7_fall': 0.6259293300366386, 'a0_winter': 37.269743184512016, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.0027687515850289973, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.4642348746034857, 'ERD_choice': 1}"
5,"{'B_PSH': 1347847.8399632787, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.524359884546485, 'a1_spring': -0.3350502784424584, 'a7_spring': 0.4024231878789372, 'b1_spring': 0.9203742953445118, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.33772339809372, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': -0.5389666012811761, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.5279063761434, 'a1_fall': -0.30304425227742504, 'a7_fall': 0.07589325948878003, 'b1_fall': 0.9900295050074983, 'b7_fall': -0.4635150599117392, 'a0_winter': 37.26173654499215, 'a1_winter': 0.8908920130997213, 'a7_winter': -1.6062545564621455, 'b1_winter': 0.3979063076534675, 'b7_winter': 0.7928741842933026, 'ERD_choice': 1}"
6,"{'B_PSH': 1325378.757231303, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.78658620897653, 'a1_spring': -0.3314123566637259, 'a7_spring': 0.3993705656053972, 'b1_spring': 1.1295134192251284, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.466034388119645, 'a1_summer': 0.32433079745056453, 'a7_summer': -0.09850447525764428, 'b1_summer': -0.5554525990584176, 'b7_summer': -0.5993308619359079, 'a0_fall': 37.44733472758092, 'a1_fall': -0.30363660832805406, 'a7_fall': 0.06863703249990816, 'b1_fall': 0.8444484869820676, 'b7_fall': 1.0616130085037134, 'a0_winter': 37.479675482325064, 'a1_winter': 0.8387356013162373, 'a7_winter': -1.2858694308315508, 'b1_winter': 0.9443169855009799, 'b7_winter': 0.8394966267704318, 'ERD_choice': 1}"
7,"{'B_PSH': 1214998.413099252, 'N_pv1_sub': 710.9080036043362, 'a0_spring': 37.171188404517814, 'a1_spring': -0.011930641001851094, 'a7_spring': -0.14045116580664, 'b1_spring': 1.2247158308077208, 'b7_spring': 1.2960296339607542, 'a0_summer': 37.54089330292358, 'a1_summer': -0.28291527811941514, 'a7_summer': -0.1951371491861614, 'b1_summer': 0.6185585452304245, 'b7_summer': 0.09710291757451678, 'a0_fall': 37.450385073067075, 'a1_fall': 0.3612246836929537, 'a7_fall': -0.13863779848958535, 'b1_fall': -0.18595672818136202, 'b7_fall': 0.3001165220403029, 'a0_winter': 37.40770983663943, 'a1_winter': 1.1604030123363593, 'a7_winter': 0.49091040770023336, 'b1_winter': 0.20667073730890534, 'b7_winter': -0.09987321849127839, 'ERD_choice': 1}"
8,"{'B_PSH': 1227777.5500839397, 'N_pv1_sub': 742.0855393836971, 'a0_spring': 37.21427859241323, 'a1_spring': 0.07951976207636799, 'a7_spring': -1.1117723472923526, 'b1_spring': -0.32785744971575775, 'b7_spring': 1.249611027383323, 'a0_summer': 37.36053240358203, 'a1_summer': 0.11284473652246643, 'a7_summer': 0.22507101863414591, 'b1_summer': -0.017711949679875938, 'b7_summer': -0.21133188679984444, 'a0_fall': 37.537061313690444, 'a1_fall': -0.1402388421253059, 'a7_fall': 0.3328312172147868, 'b1_fall': -0.17562433190941146, 'b7_fall': 0.3173164201067163, 'a0_winter': 37.48654902415741, 'a1_winter': 0.01954336593568455, 'a7_winter': -0.5236565424475649, 'b1_winter': -0.8144615896568863, 'b7_winter': 0.6054169294620427, 'ERD_choice': 1}"
9,"{'B_PSH': 1204826.7466423973, 'N_pv1_sub': 721.1530360999851, 'a0_spring': 37.31557041517265, 'a1_spring': 0.06328721283535416, 'a7_spring': -0.15802793095885218, 'b1_spring': 1.2247158308077208, 'b7_spring': 1.2960296339607542, 'a0_summer': 37.53083497934748, 'a1_summer': -0.28291527811941514, 'a7_summer': -0.18673872608082134, 'b1_summer': 0.6190502261381429, 'b7_summer': -0.8946404308578305, 'a0_fall': 37.86845183433591, 'a1_fall': 0.2611760884060996, 'a7_fall': -0.130527964196463, 'b1_fall': -0.18595672818136202, 'b7_fall': 0.2683049759303998, 'a0_winter': 37.39425964310505, 'a1_winter': 1.1295712869714927, 'a7_winter': 0.49091040770023336, 'b1_winter': 0.20667073730890534, 'b7_winter': -0.10047743822949333, 'ERD_choice': 1}"
