,0
0,-1089624083.1418042
1,-1081245961.7248838
2,-1077652584.4934366
3,-1073511474.415686
4,-1072897326.0757003
5,-1072759573.2188115
6,-1072152075.0053641
7,-1069840601.4673693
8,-1068390343.0660033
9,-1068351544.3198816
10,-1068047821.0795588
11,-1067923018.8363539
12,-1067366874.5232702
13,-1066509949.7551806
14,-1066438068.9567872
15,-1065791128.1408601
16,-1065407513.711618
17,-1065390688.2678716
18,-1065145889.9786364
19,-1064994552.9127762
20,-1064310832.0214791
21,-1063455560.167706
22,-1062733481.2408545
23,-1062138461.9149543
24,-1061991751.1732318
25,-1061849235.7634522
26,-1061512736.1213226
27,-1061273548.6197497
28,-1060987579.080846
29,-1060964230.7601656
30,-1060943997.9891557
31,-1060769795.4789407
32,-1060354173.3735399
33,-1060212826.0480304
34,-1060194000.2205738
35,-1060010656.9438874
36,-1059911867.4550068
37,-1059844933.7920843
38,-1059816717.4817511
39,-1059733336.8812562
40,-1059715584.1283443
41,-1059530930.3926764
42,-1058700390.6338918
43,-1058690293.5635514
44,-1058466470.3375494
45,-1058046220.2354262
46,-1058033276.0056454
47,-1058008046.633343
48,-1057979403.3543301
49,-1057964030.2751516
50,-1057757778.1966689
51,-1057726181.9559542
52,-1057673060.6168456
53,-1057564435.1976621
54,-1057483897.4336557
55,-1057381519.5542513
56,-1057209262.7349381
57,-1057016478.2652512
58,-1056991958.0622592
59,-1056776977.8167039
60,-1056762068.4122471
61,-1056634457.6361586
62,-1056570494.5499855
63,-1056455575.3520294
64,-1056346383.1016475
65,-1056036681.8305084
66,-1055958031.5118101
67,-1055911560.8041054
68,-1055525757.0433441
69,-1055348066.773289
70,-1055246671.2482177
71,-1055205141.4245517
72,-1055112269.6886766
73,-1054960266.9313955
74,-1054891587.3217933
75,-1054861981.3277246
76,-1054850101.3908477
77,-1054610990.3974967
78,-1054352613.6711375
79,-1054349729.6470054
80,-1054137126.1899148
81,-1053671900.8121259
82,-1053647648.2698711
83,-1053229177.497275
84,-1053201864.3757046
85,-1053058069.6829474
86,-1052816650.4532353
87,-1052773732.8929989
88,-1052706279.5920445
89,-1052498019.2905365
90,-1052454170.7616521
91,-1052417603.2700338
92,-1052370906.2266135
93,-1052368404.807091
94,-1052124567.6591295
95,-1051865700.3241566
96,-1051851892.0789555
97,-1051724490.151603
98,-1051663494.316462
99,-1051638173.3201528
