,0
0,"{'B_PSH': 1372257.0322517548, 'N_pv1_sub': 861.6392566371366, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08094025350515173, 'a7_spring': -0.859112207045873, 'b1_spring': -0.7059446979833218, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.306624805565308, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.435548208084406, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6253985319277782, 'a0_winter': 37.20213042764698, 'a1_winter': -0.01573434676873519, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
1,"{'B_PSH': 1358427.9296208809, 'N_pv1_sub': 811.1096292219434, 'a0_spring': 37.54865447743585, 'a1_spring': -0.02066102888492055, 'a7_spring': -0.19734450175768814, 'b1_spring': 0.9014995864551605, 'b7_spring': -0.9785683026207985, 'a0_summer': 37.470422957600356, 'a1_summer': -0.08199763051191214, 'a7_summer': -0.5808092114231546, 'b1_summer': 0.310837656048594, 'b7_summer': 0.7348515217629792, 'a0_fall': 37.52634323522752, 'a1_fall': -0.36312936455411393, 'a7_fall': 0.07474529747090178, 'b1_fall': -0.7572901196324086, 'b7_fall': 0.3244194446740519, 'a0_winter': 37.26556677413946, 'a1_winter': 0.8875113136178288, 'a7_winter': -1.6084968837893006, 'b1_winter': -0.8990797639323023, 'b7_winter': -0.4344419638162668, 'ERD_choice': 1}"
2,"{'B_PSH': 1364330.097340683, 'N_pv1_sub': 841.4634293393852, 'a0_spring': 37.4707063099574, 'a1_spring': 0.010949557132293397, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': -0.4039131880887149, 'a0_summer': 37.17368423153077, 'a1_summer': -1.3002192912501473, 'a7_summer': 0.008730444458441733, 'b1_summer': -0.8804667053466553, 'b7_summer': 0.7301250524521254, 'a0_fall': 37.39766198729872, 'a1_fall': -0.3112395388064795, 'a7_fall': -0.9403270832042195, 'b1_fall': -0.5313956678017595, 'b7_fall': -0.5279309022594352, 'a0_winter': 37.26970818371611, 'a1_winter': 0.9724420617921323, 'a7_winter': 0.057509794582444096, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.4642348746034857, 'ERD_choice': 1}"
3,"{'B_PSH': 1363022.3118668278, 'N_pv1_sub': 817.5741217737992, 'a0_spring': 37.48623425614394, 'a1_spring': 0.06856461302513778, 'a7_spring': -0.859112207045873, 'b1_spring': -0.6765718839859822, 'b7_spring': -0.3997814044627953, 'a0_summer': 37.22949562693928, 'a1_summer': -0.007211937662981227, 'a7_summer': -0.5536441702629454, 'b1_summer': -0.9357193301693492, 'b7_summer': 0.4894515763931869, 'a0_fall': 37.44932360116919, 'a1_fall': -0.30266794740797964, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6574380275126496, 'a0_winter': 37.20213042764698, 'a1_winter': -0.32072721476993354, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.5027975293574738, 'ERD_choice': 1}"
4,"{'B_PSH': 1371488.6607519821, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.19413860843769, 'a1_spring': -0.3350502784424584, 'a7_spring': -0.8222152074332901, 'b1_spring': 0.9203742953445118, 'b7_spring': -0.3683575855894335, 'a0_summer': 37.35652412893317, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': 0.256614108959341, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.52802664841918, 'a1_fall': 0.36961656892008593, 'a7_fall': 0.38705127302731523, 'b1_fall': 0.9664380938031365, 'b7_fall': -0.4635150599117392, 'a0_winter': 37.26173654499215, 'a1_winter': 0.893589871730303, 'a7_winter': -1.6020319705639392, 'b1_winter': 0.3941862822398097, 'b7_winter': 0.7742427592032279, 'ERD_choice': 1}"
5,"{'B_PSH': 1396111.497691165, 'N_pv1_sub': 834.3541662849723, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.169520147097096, 'a1_summer': -0.01828728754518829, 'a7_summer': -0.6001598207042436, 'b1_summer': -0.36761736215198804, 'b7_summer': 0.793714764714842, 'a0_fall': 37.44409620497437, 'a1_fall': 1.5164638153172239, 'a7_fall': -0.9037564439867157, 'b1_fall': -0.21003538724299398, 'b7_fall': -1.0499850266583066, 'a0_winter': 37.27133619344569, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.009858613849027253, 'b1_winter': -0.8017581548014753, 'b7_winter': -0.8928741582619396, 'ERD_choice': 1}"
6,"{'B_PSH': 1395606.1500374875, 'N_pv1_sub': 826.8909992447676, 'a0_spring': 37.21417934437331, 'a1_spring': -0.8738744316357121, 'a7_spring': -0.8578295700876012, 'b1_spring': -0.27450056642652965, 'b7_spring': -0.692328157200565, 'a0_summer': 37.247797368917404, 'a1_summer': -1.0128376334815863, 'a7_summer': 0.23605683915224038, 'b1_summer': -0.37814438290249786, 'b7_summer': 0.7831328002580661, 'a0_fall': 37.44917965578146, 'a1_fall': -0.35193344627035394, 'a7_fall': -0.9056121430303619, 'b1_fall': -0.17304453667375969, 'b7_fall': -0.8725188137202908, 'a0_winter': 37.252970990606045, 'a1_winter': -0.30908473925734226, 'a7_winter': -0.4928886877870521, 'b1_winter': 1.3610206876286046, 'b7_winter': -0.9152435029088369, 'ERD_choice': 1}"
7,"{'B_PSH': 1348024.144720228, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.19413860843769, 'a1_spring': -0.3350502784424584, 'a7_spring': -0.8222152074332901, 'b1_spring': 1.1659149920830918, 'b7_spring': -0.3758085339465508, 'a0_summer': 37.34124112732423, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': 0.25125356033173574, 'b7_summer': -0.5654480222600625, 'a0_fall': 37.52802664841918, 'a1_fall': 0.36918560771856546, 'a7_fall': 0.38705127302731523, 'b1_fall': -0.681138459855732, 'b7_fall': -0.4509613193044853, 'a0_winter': 37.26170530767421, 'a1_winter': 0.8179729660672362, 'a7_winter': -1.2479452306673877, 'b1_winter': 0.3979234251520336, 'b7_winter': 0.7145645480453632, 'ERD_choice': 1}"
8,"{'B_PSH': 1338411.1645361453, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.202304109266755, 'a1_spring': 0.5797699192722875, 'a7_spring': -0.808863738849969, 'b1_spring': 0.8948106499119939, 'b7_spring': -0.32494564389629577, 'a0_summer': 37.22763273368449, 'a1_summer': 0.060517594596968094, 'a7_summer': -0.08919735901746742, 'b1_summer': -0.035038808106746255, 'b7_summer': -0.44824209197439163, 'a0_fall': 37.49312645263587, 'a1_fall': -0.3122387771603539, 'a7_fall': 0.3932612668883231, 'b1_fall': 0.9327347192555, 'b7_fall': -0.470478206127907, 'a0_winter': 37.222194460079756, 'a1_winter': 0.8042078094748129, 'a7_winter': 0.8484403088383741, 'b1_winter': -0.8045729990767014, 'b7_winter': 1.0723770549121732, 'ERD_choice': 1}"
9,"{'B_PSH': 1347847.8399632787, 'N_pv1_sub': 800.1871014773973, 'a0_spring': 37.51682700915174, 'a1_spring': -0.11807450976190617, 'a7_spring': -1.0016348446561958, 'b1_spring': 1.208519843315786, 'b7_spring': -0.398681870247801, 'a0_summer': 37.23365622476598, 'a1_summer': -0.05975843010857396, 'a7_summer': -0.09850447525764428, 'b1_summer': -0.5539757733583794, 'b7_summer': -0.5780718695397329, 'a0_fall': 37.3962995275502, 'a1_fall': -0.6742480655036567, 'a7_fall': -0.8806085485741376, 'b1_fall': -0.15821499246382564, 'b7_fall': -0.8159155800454988, 'a0_winter': 37.209549940068904, 'a1_winter': 0.4728065308825838, 'a7_winter': -1.6062545564621455, 'b1_winter': 0.3979063076534675, 'b7_winter': 0.7666566185341503, 'ERD_choice': 1}"
