,0
0,"{'B_PSH': 683721.1934912212, 'N_pv1_sub': 817.5853886915567, 'a0_spring': 37.51750434053842, 'a1_spring': 0.09179674919311476, 'a7_spring': -0.8739598380013021, 'b1_spring': -0.9278406359196226, 'b7_spring': -0.9032945592461747, 'a0_summer': 37.33770680749552, 'a1_summer': -1.2900117387905041, 'a7_summer': -0.19775559014260158, 'b1_summer': -0.5341332538782777, 'b7_summer': 0.48872419304631065, 'a0_fall': 37.4356749838094, 'a1_fall': 1.1295398377382153, 'a7_fall': 0.5169631324114938, 'b1_fall': 0.9895912752317284, 'b7_fall': -0.3421196291872891, 'a0_winter': 37.19468895449165, 'a1_winter': 1.6792354314103493, 'a7_winter': 1.3452112218139471, 'b1_winter': 0.39828068070478007, 'b7_winter': -0.07138028550792863, 'ERD_choice': 1}"
1,"{'B_PSH': 796154.9352474256, 'N_pv1_sub': 578.6455217027268, 'a0_spring': 37.1735209335413, 'a1_spring': -0.9300241779643075, 'a7_spring': -0.976155557703735, 'b1_spring': -0.6799299226423682, 'b7_spring': -0.7287248120537263, 'a0_summer': 37.48386585966117, 'a1_summer': -0.26915833429481945, 'a7_summer': -0.8184248132972496, 'b1_summer': 0.6020452913305304, 'b7_summer': -0.7630504102091256, 'a0_fall': 37.417695523376295, 'a1_fall': 1.6425945259571029, 'a7_fall': -0.13666318607045524, 'b1_fall': 0.6211192512421997, 'b7_fall': -0.8774855495811177, 'a0_winter': 37.26738998908021, 'a1_winter': -0.012054298679491038, 'a7_winter': -1.0924973704384346, 'b1_winter': 1.4008000308992128, 'b7_winter': -1.0397622383432759, 'ERD_choice': 1}"
2,"{'B_PSH': 882495.5270137137, 'N_pv1_sub': 387.5092265256592, 'a0_spring': 37.26507442292507, 'a1_spring': 0.6781154000066401, 'a7_spring': 0.27012745852235986, 'b1_spring': 0.8543233921451908, 'b7_spring': 1.5995251526436127, 'a0_summer': 37.45777112103917, 'a1_summer': 0.21424214838342467, 'a7_summer': -1.502239513260228, 'b1_summer': 0.5213730474268942, 'b7_summer': 0.3895517345633279, 'a0_fall': 37.83720795721523, 'a1_fall': -0.5453317425996401, 'a7_fall': -0.07929710490157052, 'b1_fall': -0.7097928554517797, 'b7_fall': -0.8724807667528861, 'a0_winter': 37.22149589980456, 'a1_winter': 0.9790003425488192, 'a7_winter': -0.2223819109676824, 'b1_winter': -0.7804260563756317, 'b7_winter': 0.16748681869521095, 'ERD_choice': 1}"
3,"{'B_PSH': 796154.9352474256, 'N_pv1_sub': 18.64754105561734, 'a0_spring': 37.1735209335413, 'a1_spring': -0.9300241779643075, 'a7_spring': -0.976155557703735, 'b1_spring': -0.6799299226423682, 'b7_spring': -0.7970678143400813, 'a0_summer': 37.48386585966117, 'a1_summer': -0.26915833429481945, 'a7_summer': -0.8184248132972496, 'b1_summer': 0.603225259369986, 'b7_summer': 1.1055150877048898, 'a0_fall': 37.437251315273286, 'a1_fall': 1.6425945259571029, 'a7_fall': -0.13666318607045524, 'b1_fall': 0.6211192512421997, 'b7_fall': -0.8840280637139878, 'a0_winter': 37.264624277938445, 'a1_winter': -0.012054298679491038, 'a7_winter': -1.0428608289578818, 'b1_winter': 1.4008000308992128, 'b7_winter': -0.005510118442074892, 'ERD_choice': 1}"
4,"{'B_PSH': 803426.5501054495, 'N_pv1_sub': 18.64754105561734, 'a0_spring': 37.22487936613084, 'a1_spring': -0.8209760406221052, 'a7_spring': -0.944668964694406, 'b1_spring': 1.2865890473418873, 'b7_spring': 1.2691162094173345, 'a0_summer': 37.660297386390646, 'a1_summer': -1.0701512677790668, 'a7_summer': -0.11132337585802088, 'b1_summer': 0.6848740019446768, 'b7_summer': 0.7867866020346426, 'a0_fall': 37.43848376317889, 'a1_fall': 0.2771706937150932, 'a7_fall': -1.0023875643992024, 'b1_fall': -0.3235593320214265, 'b7_fall': -0.8890155364423541, 'a0_winter': 37.46777622564229, 'a1_winter': 0.8444763045104557, 'a7_winter': -0.1820053968429856, 'b1_winter': -0.7860680025741833, 'b7_winter': -0.515840137625861, 'ERD_choice': 0}"
5,"{'B_PSH': 806628.7255654831, 'N_pv1_sub': 22.01403521505658, 'a0_spring': 37.376873208381404, 'a1_spring': 0.03624593832347478, 'a7_spring': 0.11666893692906496, 'b1_spring': -0.7428018268867145, 'b7_spring': 0.14327460358899435, 'a0_summer': 37.625260722529674, 'a1_summer': 0.22638524283281858, 'a7_summer': -0.0032861045561666247, 'b1_summer': -0.5624719032240842, 'b7_summer': 0.05494009578853709, 'a0_fall': 37.30948055588251, 'a1_fall': -1.2905063700828439, 'a7_fall': 0.5942337474543464, 'b1_fall': 0.8845824034634662, 'b7_fall': 0.47039393965582754, 'a0_winter': 37.25417154282201, 'a1_winter': -0.7653647223446998, 'a7_winter': -0.21109636537213539, 'b1_winter': 1.1005484024974153, 'b7_winter': 0.5683097163297715, 'ERD_choice': 0}"
6,"{'B_PSH': 1033139.0307575352, 'N_pv1_sub': 257.8769203217433, 'a0_spring': 37.22746064381425, 'a1_spring': -0.8127670933357536, 'a7_spring': -0.9405121127226965, 'b1_spring': 0.7273207470479623, 'b7_spring': 0.09421738048139303, 'a0_summer': 37.551805677194835, 'a1_summer': 0.12270794025688556, 'a7_summer': -0.09426662388068252, 'b1_summer': 0.6848740019446768, 'b7_summer': -1.4663209628016833, 'a0_fall': 37.44618931503871, 'a1_fall': -0.3066159190632453, 'a7_fall': -0.04343723643412907, 'b1_fall': -0.155198170541698, 'b7_fall': -0.8786080179475277, 'a0_winter': 37.46284391598053, 'a1_winter': 0.8444834926144714, 'a7_winter': -0.18074833798587292, 'b1_winter': -0.5313947179091063, 'b7_winter': -0.515840137625861, 'ERD_choice': 0}"
7,"{'B_PSH': 1214998.413099252, 'N_pv1_sub': 384.6435680527335, 'a0_spring': 37.25336208699059, 'a1_spring': -0.02044665014437952, 'a7_spring': 0.26345610249429646, 'b1_spring': 1.1984530311217763, 'b7_spring': 1.2960296339607542, 'a0_summer': 37.534717408492824, 'a1_summer': 0.1195087948968592, 'a7_summer': -0.1951371491861614, 'b1_summer': -0.03251492347139732, 'b7_summer': 0.390419569569869, 'a0_fall': 37.44394350892132, 'a1_fall': 0.35809378938284847, 'a7_fall': -0.45840307351708515, 'b1_fall': -0.23320282171042606, 'b7_fall': 0.3340009157352798, 'a0_winter': 37.21648254901149, 'a1_winter': 1.090984083320791, 'a7_winter': -0.20174599717201253, 'b1_winter': -0.8159011225201533, 'b7_winter': -0.09987321849127839, 'ERD_choice': 0}"
8,"{'B_PSH': 595689.999415488, 'N_pv1_sub': 839.9999805563041, 'a0_spring': 37.48177597748336, 'a1_spring': -0.0017913694562217142, 'a7_spring': -0.9980046459554885, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.9970584097364857, 'a7_summer': -0.5501905548253179, 'b1_summer': -0.8209601473348628, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.4440964923134, 'a1_fall': 1.4121857512913143, 'a7_fall': -0.9375906757585857, 'b1_fall': 0.18556544243474388, 'b7_fall': 0.655917688384518, 'a0_winter': 37.27142332431566, 'a1_winter': -0.3261833911485438, 'a7_winter': -0.001936571430539713, 'b1_winter': -0.8017581548014753, 'b7_winter': 1.080113089894137, 'ERD_choice': 1}"
9,"{'B_PSH': 1040019.8288635332, 'N_pv1_sub': 260.8609878616985, 'a0_spring': 37.548547753530585, 'a1_spring': 0.11266953292728324, 'a7_spring': 0.11666893692906496, 'b1_spring': 0.7794415128724416, 'b7_spring': 0.09386403237803265, 'a0_summer': 37.455419710004826, 'a1_summer': 0.05333058863924739, 'a7_summer': -0.04660523532629901, 'b1_summer': -0.5633090579561721, 'b7_summer': -1.5500729016626842, 'a0_fall': 37.44724234338803, 'a1_fall': -1.2952021462310752, 'a7_fall': -0.03395101790532751, 'b1_fall': 0.4832404335155863, 'b7_fall': 0.2930611283358446, 'a0_winter': 37.255457119936366, 'a1_winter': 0.8394431501613797, 'a7_winter': -0.2664108374312346, 'b1_winter': -0.6200546281304185, 'b7_winter': 0.64009161385033, 'ERD_choice': 0}"
