,0
0,-1089624083.1418042
1,-1077652584.4934366
2,-1073511474.415686
3,-1069840601.4673693
4,-1068390343.0660033
5,-1068047821.0795588
6,-1067923018.8363539
7,-1066438068.9567872
8,-1065791128.1408601
9,-1065145889.9786364
10,-1064994552.9127762
11,-1064310832.0214791
12,-1063455560.167706
13,-1062733481.2408545
14,-1061991751.1732318
15,-1061849235.7634522
16,-1061273548.6197497
17,-1060987579.080846
18,-1060964230.7601656
19,-1060943997.9891557
20,-1060769795.4789407
21,-1060354173.3735399
22,-1060194000.2205738
23,-1060010656.9438874
24,-1059844933.7920843
25,-1059816717.4817511
26,-1059733336.8812562
27,-1059715584.1283443
28,-1059530930.3926764
29,-1058700390.6338918
30,-1058690293.5635514
31,-1058466470.3375494
32,-1058046220.2354262
33,-1058033276.0056454
34,-1058008046.633343
35,-1057979403.3543301
36,-1057964030.2751516
37,-1057757778.1966689
38,-1057726181.9559542
39,-1057673060.6168456
40,-1057564435.1976621
41,-1057483897.4336557
42,-1057381519.5542513
43,-1057209262.7349381
44,-1057016478.2652512
45,-1056991958.0622592
46,-1056776977.8167039
47,-1056634457.6361586
48,-1056455575.3520294
49,-1056346383.1016475
50,-1055958031.5118101
51,-1055911560.8041054
52,-1055348066.773289
53,-1055246671.2482177
54,-1055205141.4245517
55,-1054960266.9313955
56,-1054891587.3217933
57,-1054861981.3277246
58,-1054850101.3908477
59,-1054610990.3974967
60,-1054352613.6711375
61,-1054137126.1899148
62,-1053647648.2698711
63,-1053229177.497275
64,-1053058069.6829474
65,-1052816650.4532353
66,-1052706279.5920445
67,-1052454170.7616521
68,-1052417603.2700338
69,-1052370906.2266135
70,-1052368404.807091
71,-1052124567.6591295
72,-1051851892.0789555
73,-1051724490.151603
74,-1051663494.316462
75,-1051638173.3201528
76,-1051551324.6791023
77,-1051478996.5987481
78,-1051285398.5198951
79,-1051138357.1517214
80,-1051016111.0958161
81,-1050836314.0652504
82,-1050743431.4117198
83,-1050597073.2262284
84,-1050564196.9183781
85,-1050335152.7360158
86,-1050276424.8453858
87,-1050217632.3796097
88,-1050175973.4596074
89,-1050079605.0023439
90,-1050029000.2636223
91,-1049962241.4837297
92,-1049801824.5475886
93,-1049553375.7860725
94,-1049451596.8907421
95,-1049293432.5725486
96,-1049241345.993736
97,-1049182442.3562901
98,-1049156007.511634
99,-1049010938.9173337
