,0
0,"{'B_PSH': 1493892.9043544575, 'N_pv1_sub': 911.0226867638844, 'a0_spring': 37.48639717907215, 'a1_spring': 0.02655924827201706, 'a7_spring': -0.8586247191814779, 'b1_spring': -0.6847114607402149, 'b7_spring': -0.7970663916514188, 'a0_summer': 37.2457562240656, 'a1_summer': -1.2822603342620431, 'a7_summer': -0.9268674714161029, 'b1_summer': -0.493646334644962, 'b7_summer': 0.37882558767001845, 'a0_fall': 37.4006321559528, 'a1_fall': 1.4341671530544615, 'a7_fall': 0.4096368476857, 'b1_fall': -0.7924683206229135, 'b7_fall': 0.9450706587355351, 'a0_winter': 37.20055615597687, 'a1_winter': -0.01491296498254302, 'a7_winter': -0.22010599555399324, 'b1_winter': -0.8014320866743826, 'b7_winter': 1.1138755142454557, 'ERD_choice': 1}"
1,"{'B_PSH': 1492240.0354652766, 'N_pv1_sub': 914.5289399243278, 'a0_spring': 37.54958737842546, 'a1_spring': 0.07172587773316869, 'a7_spring': -0.8694337788299817, 'b1_spring': -0.6897728326219391, 'b7_spring': -1.0746118921476742, 'a0_summer': 37.23062070584138, 'a1_summer': -1.3379590117749052, 'a7_summer': -0.934967316618523, 'b1_summer': -0.529658698095678, 'b7_summer': 0.835827393318896, 'a0_fall': 37.43761642835827, 'a1_fall': 1.241444581105615, 'a7_fall': 0.4584462533993108, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6929183191644879, 'a0_winter': 37.27248738362762, 'a1_winter': 0.9361132921939239, 'a7_winter': 1.1419503679430665, 'b1_winter': -0.7829465767810244, 'b7_winter': 1.4553861310814, 'ERD_choice': 1}"
2,"{'B_PSH': 1493498.1227492173, 'N_pv1_sub': 909.4914601205235, 'a0_spring': 37.65123026696117, 'a1_spring': -0.15517846188203993, 'a7_spring': -0.9886559702849518, 'b1_spring': -0.848511841509326, 'b7_spring': -0.5044602894976137, 'a0_summer': 37.25243095148659, 'a1_summer': -1.1764660990871698, 'a7_summer': -0.9494527370153603, 'b1_summer': -0.513522495036441, 'b7_summer': 0.4740757763589901, 'a0_fall': 37.436735690996414, 'a1_fall': 1.229254403117277, 'a7_fall': -0.8738854923212886, 'b1_fall': -0.17528175777946858, 'b7_fall': -0.7693721322093203, 'a0_winter': 37.531189863262455, 'a1_winter': 1.0296466720032984, 'a7_winter': -0.6120572822784092, 'b1_winter': -0.8010077792640048, 'b7_winter': -0.737463452402237, 'ERD_choice': 1}"
3,"{'B_PSH': 1492220.0544008734, 'N_pv1_sub': 914.5246601814171, 'a0_spring': 37.48590739011586, 'a1_spring': 0.02818468608918933, 'a7_spring': -0.8468488377107003, 'b1_spring': -0.6897457891018114, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.20888328360035, 'a1_summer': -1.326262084536638, 'a7_summer': -0.9487615720905975, 'b1_summer': -0.4832983576271342, 'b7_summer': 0.492891211628733, 'a0_fall': 37.406918968774534, 'a1_fall': 1.431127282559163, 'a7_fall': 0.45574893293328333, 'b1_fall': 0.14764963674154963, 'b7_fall': -0.6895106599738445, 'a0_winter': 37.26855083129478, 'a1_winter': 0.9394175683575046, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0467538582032252, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
4,"{'B_PSH': 1492238.6030274478, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.54967873868831, 'a1_spring': 0.026990113190789866, 'a7_spring': -0.8503863968703038, 'b1_spring': -0.6897457891018114, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.23000238122332, 'a1_summer': -1.294302525516049, 'a7_summer': -0.9349760496291794, 'b1_summer': -0.4308239191969434, 'b7_summer': 0.4763724534375751, 'a0_fall': 37.407382354568846, 'a1_fall': 1.4879222182701801, 'a7_fall': 0.33061288941946554, 'b1_fall': 0.15715709055029128, 'b7_fall': 0.8675914768910239, 'a0_winter': 37.540050242663476, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0469769352733274, 'b7_winter': -0.6413826226403327, 'ERD_choice': 1}"
5,"{'B_PSH': 1492771.8795222256, 'N_pv1_sub': 909.9849478753706, 'a0_spring': 37.49240835856078, 'a1_spring': 0.08304290297307128, 'a7_spring': -0.8608599756052258, 'b1_spring': -0.6926093000922291, 'b7_spring': -1.0458920079324678, 'a0_summer': 37.22991717293583, 'a1_summer': -1.4510861650494147, 'a7_summer': -0.9370110800216899, 'b1_summer': -0.5008239719206079, 'b7_summer': 0.2691307630695831, 'a0_fall': 37.43607574957931, 'a1_fall': 1.1962546981329163, 'a7_fall': 0.4075247105627148, 'b1_fall': 0.1061495657766736, 'b7_fall': 0.9232489468015224, 'a0_winter': 37.2829800221861, 'a1_winter': -0.22826560316814037, 'a7_winter': -0.27333347819281084, 'b1_winter': -0.8553604909657847, 'b7_winter': 1.4911566121216528, 'ERD_choice': 1}"
6,"{'B_PSH': 1494125.469111658, 'N_pv1_sub': 906.5113668617834, 'a0_spring': 37.47108852972831, 'a1_spring': 0.038825752815159986, 'a7_spring': -0.9963632968442332, 'b1_spring': -0.6779744067703123, 'b7_spring': -0.8272102227431465, 'a0_summer': 37.23071746637075, 'a1_summer': -1.3127930014186129, 'a7_summer': -0.928603995879812, 'b1_summer': -0.7864921695089733, 'b7_summer': 0.4302311906034929, 'a0_fall': 37.448758478489005, 'a1_fall': 1.4419007573602367, 'a7_fall': 0.24558195225072454, 'b1_fall': -0.2123044335449925, 'b7_fall': 0.8658946040276202, 'a0_winter': 37.51508296966662, 'a1_winter': 0.9945575462109829, 'a7_winter': -0.21346583555956877, 'b1_winter': -0.49241635290116137, 'b7_winter': 1.4926346831030253, 'ERD_choice': 1}"
7,"{'B_PSH': 1492219.7415249, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.5847605375495, 'a1_spring': 0.02386691217707166, 'a7_spring': -0.8470376424300048, 'b1_spring': -0.6880385150016014, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.209223777667525, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.4832983576271342, 'b7_summer': 0.47354660230287227, 'a0_fall': 37.42962087148555, 'a1_fall': 1.2299467965751196, 'a7_fall': 0.45608563607438884, 'b1_fall': -0.15867999861198542, 'b7_fall': 0.9574840819319397, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.052363355962521, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
8,"{'B_PSH': 1495131.7159591194, 'N_pv1_sub': 911.6467896972831, 'a0_spring': 37.4928395667547, 'a1_spring': 0.0829899167097044, 'a7_spring': -1.2569456777609005, 'b1_spring': -0.6934830608057913, 'b7_spring': -0.8048549440771033, 'a0_summer': 37.224436610197344, 'a1_summer': -1.1972232373853513, 'a7_summer': -1.2001227942498296, 'b1_summer': -0.8383901401694834, 'b7_summer': 0.4015458204369191, 'a0_fall': 37.40632916656929, 'a1_fall': -0.2618871630856936, 'a7_fall': -0.9827193789466865, 'b1_fall': 0.11629393091530338, 'b7_fall': 0.677473238499562, 'a0_winter': 37.27206076622207, 'a1_winter': 0.17761977060223005, 'a7_winter': 1.1230184877699911, 'b1_winter': -0.8399821230494087, 'b7_winter': 1.381333948443267, 'ERD_choice': 1}"
9,"{'B_PSH': 1492240.0354652766, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.55049815404277, 'a1_spring': 0.10615117580910804, 'a7_spring': -0.8501832500271592, 'b1_spring': -0.6897457891018114, 'b7_spring': -1.1155635390299268, 'a0_summer': 37.209223777667525, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.5214703649713296, 'b7_summer': 0.492891211628733, 'a0_fall': 37.40695857453052, 'a1_fall': 1.431127282559163, 'a7_fall': 0.45574893293328333, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6771718267447978, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9090399701425729, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.454357606957599, 'ERD_choice': 1}"
10,"{'B_PSH': 1492240.0354652766, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.48589544404965, 'a1_spring': 0.026990113190789866, 'a7_spring': -0.8470376424300048, 'b1_spring': -0.6897457891018114, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.209223777667525, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.4832983576271342, 'b7_summer': 0.492891211628733, 'a0_fall': 37.406918968774534, 'a1_fall': 1.431127282559163, 'a7_fall': 0.45574893293328333, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6771718267447978, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
11,"{'B_PSH': 1492708.3986426145, 'N_pv1_sub': 909.9358242259266, 'a0_spring': 37.58354171149446, 'a1_spring': 0.02004841780760347, 'a7_spring': -0.9782144094270606, 'b1_spring': -0.6953123769792217, 'b7_spring': -0.4213440342117241, 'a0_summer': 37.256597914884196, 'a1_summer': -1.3013367270658647, 'a7_summer': -1.1638986695101567, 'b1_summer': -1.0896626152552762, 'b7_summer': 0.24655784615761378, 'a0_fall': 37.40696718849045, 'a1_fall': 1.2049564073436512, 'a7_fall': -0.9338512403695439, 'b1_fall': 0.2164889828562328, 'b7_fall': 0.6310266278692201, 'a0_winter': 37.537385158851826, 'a1_winter': 1.0309636285560893, 'a7_winter': -0.45078920455721194, 'b1_winter': -0.8010077792640048, 'b7_winter': -0.6474293862519549, 'ERD_choice': 1}"
12,"{'B_PSH': 1492723.357494601, 'N_pv1_sub': 909.9851288490087, 'a0_spring': 37.584205549910564, 'a1_spring': 0.028121348210925493, 'a7_spring': -0.8608599756052258, 'b1_spring': -0.32119353080987434, 'b7_spring': -1.0458920079324678, 'a0_summer': 37.23127986653429, 'a1_summer': -1.496894320348292, 'a7_summer': -0.9455460324747118, 'b1_summer': -0.5008239719206079, 'b7_summer': 0.51962561397379, 'a0_fall': 37.43607574957931, 'a1_fall': 1.246964283823741, 'a7_fall': 0.21969317031839028, 'b1_fall': 0.2681657732697177, 'b7_fall': 0.6971461015518232, 'a0_winter': 37.21259489153828, 'a1_winter': -0.04261365280648592, 'a7_winter': -0.27333347819281084, 'b1_winter': -0.8553604909657847, 'b7_winter': 1.4911566121216528, 'ERD_choice': 1}"
13,"{'B_PSH': 1492475.6898161154, 'N_pv1_sub': 914.2214323490693, 'a0_spring': 37.49199462774387, 'a1_spring': -0.38335012108698674, 'a7_spring': -0.8592325867713844, 'b1_spring': -0.5658015585539116, 'b7_spring': -0.338332025766211, 'a0_summer': 37.169509156958945, 'a1_summer': -1.1973335803507401, 'a7_summer': -1.208381736593866, 'b1_summer': -0.833860529483744, 'b7_summer': 0.4953040708219645, 'a0_fall': 37.406209254120135, 'a1_fall': -0.2618871630856936, 'a7_fall': 0.522035449562389, 'b1_fall': -0.9592871980049705, 'b7_fall': 0.9436860128513033, 'a0_winter': 37.2022190146734, 'a1_winter': 0.10196355237634913, 'a7_winter': 1.1569352844784324, 'b1_winter': -1.0439580322879543, 'b7_winter': 1.4546352293496068, 'ERD_choice': 1}"
14,"{'B_PSH': 1492238.6030274478, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.48589544404965, 'a1_spring': 0.026990113190789866, 'a7_spring': -0.8489247346638958, 'b1_spring': -0.6869426550151259, 'b7_spring': -0.4124364060758628, 'a0_summer': 37.22896863309278, 'a1_summer': -1.3068006739996352, 'a7_summer': -1.0316993576634694, 'b1_summer': -0.4832983576271342, 'b7_summer': 0.4758178009806194, 'a0_fall': 37.40694455333504, 'a1_fall': 1.2217933075373453, 'a7_fall': 0.3353417053325876, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.922795502416594, 'a0_winter': 37.26831931263927, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.4530202647802264, 'ERD_choice': 1}"
15,"{'B_PSH': 1492398.6901222942, 'N_pv1_sub': 906.5805113289505, 'a0_spring': 37.47108852972831, 'a1_spring': 0.03883501075437039, 'a7_spring': -0.8728320528199219, 'b1_spring': -0.6779744067703123, 'b7_spring': -0.4683432121543281, 'a0_summer': 37.23090181905929, 'a1_summer': -1.3376167605181946, 'a7_summer': -0.9259441617960136, 'b1_summer': -0.7864921695089733, 'b7_summer': 0.28138207582582464, 'a0_fall': 37.448758478489005, 'a1_fall': 1.4419007573602367, 'a7_fall': 0.2454548851799275, 'b1_fall': -0.15984143427541056, 'b7_fall': 0.8538225187747082, 'a0_winter': 37.53903428662612, 'a1_winter': 0.9945575462109829, 'a7_winter': -0.21346583555956877, 'b1_winter': -0.49241635290116137, 'b7_winter': 1.4911566121216528, 'ERD_choice': 1}"
16,"{'B_PSH': 1492684.6657127019, 'N_pv1_sub': 914.4566847529749, 'a0_spring': 37.415562051609164, 'a1_spring': 0.26461116230018367, 'a7_spring': -1.0201194864228043, 'b1_spring': -0.789386346078502, 'b7_spring': -1.0255807999792421, 'a0_summer': 37.23055092874611, 'a1_summer': -1.3107525406616667, 'a7_summer': -0.9253347239872942, 'b1_summer': -0.5008239719206079, 'b7_summer': 0.4735819488793875, 'a0_fall': 37.43607574957931, 'a1_fall': 1.4291000066804176, 'a7_fall': 0.24356487440702185, 'b1_fall': -0.6926045611035219, 'b7_fall': 0.692659374501307, 'a0_winter': 37.27624520304101, 'a1_winter': -0.30681580172072487, 'a7_winter': -0.25404039329286937, 'b1_winter': -0.5223290987014725, 'b7_winter': 1.6257282778781073, 'ERD_choice': 1}"
17,"{'B_PSH': 1492484.8329463406, 'N_pv1_sub': 890.149904951894, 'a0_spring': 37.4174729153036, 'a1_spring': 0.09697805538723518, 'a7_spring': -0.8594454927236909, 'b1_spring': -0.6880241856023275, 'b7_spring': -0.42634948841487413, 'a0_summer': 37.22968706734313, 'a1_summer': -1.2952325134538587, 'a7_summer': -1.1685310668429911, 'b1_summer': -0.5143975926238189, 'b7_summer': 0.4770963758352841, 'a0_fall': 37.40306251687848, 'a1_fall': 1.4193442406538508, 'a7_fall': -0.9422410839839144, 'b1_fall': 0.14657146722836312, 'b7_fall': -0.7139714047699504, 'a0_winter': 37.50331498486636, 'a1_winter': 0.9473854722262818, 'a7_winter': -0.4628226795624399, 'b1_winter': 0.2767426486925104, 'b7_winter': 1.4543289171893377, 'ERD_choice': 1}"
18,"{'B_PSH': 1492230.5034219855, 'N_pv1_sub': 909.7777372469039, 'a0_spring': 37.49296908055526, 'a1_spring': 0.028856990039435676, 'a7_spring': -0.8579509267576153, 'b1_spring': -0.8820452163687229, 'b7_spring': -1.0272075280875184, 'a0_summer': 37.2280900915799, 'a1_summer': -1.3430419763752368, 'a7_summer': -0.9363284047802757, 'b1_summer': -0.49194486733943094, 'b7_summer': 0.486703048687044, 'a0_fall': 37.40815568304804, 'a1_fall': 1.2366993986454786, 'a7_fall': 0.45601351005670065, 'b1_fall': -0.15867999861198542, 'b7_fall': 0.9574840819319397, 'a0_winter': 37.276584479648335, 'a1_winter': 0.8788993329383685, 'a7_winter': 1.101179008997152, 'b1_winter': -1.0499039433740558, 'b7_winter': 1.4552449650224868, 'ERD_choice': 1}"
19,"{'B_PSH': 1492238.6030274478, 'N_pv1_sub': 914.6875540610079, 'a0_spring': 37.53043135506102, 'a1_spring': 0.02694605452045639, 'a7_spring': -0.8538581378506841, 'b1_spring': -0.6897457891018114, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.24460930948938, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9452635136181788, 'b1_summer': -0.1123901602274043, 'b7_summer': 0.4781977549353874, 'a0_fall': 37.40723306810498, 'a1_fall': 1.4770179581175404, 'a7_fall': 0.33061288941946554, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6980232222399184, 'a0_winter': 37.26824763142774, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0514029110056442, 'b7_winter': 1.4516127057336807, 'ERD_choice': 1}"
20,"{'B_PSH': 1492728.7537149484, 'N_pv1_sub': 909.9851288490087, 'a0_spring': 37.41290300637101, 'a1_spring': 0.09090601121682629, 'a7_spring': -0.8728922783109904, 'b1_spring': -0.6352565064932291, 'b7_spring': -1.0458920079324678, 'a0_summer': 37.22990686983477, 'a1_summer': -1.5003883766802424, 'a7_summer': -0.9455434771089664, 'b1_summer': -0.5008239719206079, 'b7_summer': 0.2697104143962949, 'a0_fall': 37.43607574957931, 'a1_fall': 1.253642840903609, 'a7_fall': 0.23871906266525794, 'b1_fall': 0.2681657732697177, 'b7_fall': 0.9232489468015224, 'a0_winter': 37.2135514248907, 'a1_winter': -0.010497534004463488, 'a7_winter': -0.27333347819281084, 'b1_winter': -0.8553604909657847, 'b7_winter': 1.4911532271250159, 'ERD_choice': 1}"
21,"{'B_PSH': 1492585.3972582526, 'N_pv1_sub': 911.6267759246264, 'a0_spring': 37.438888604681246, 'a1_spring': -0.00021497275781318104, 'a7_spring': -0.8579901168392844, 'b1_spring': -0.5658015585539116, 'b7_spring': -0.532203844688564, 'a0_summer': 37.230599510528435, 'a1_summer': -1.1971192378822026, 'a7_summer': -1.212733805732098, 'b1_summer': -0.8328138568237887, 'b7_summer': 0.47732190324166873, 'a0_fall': 37.411267418788256, 'a1_fall': 1.1388789715718008, 'a7_fall': 0.4616546424854798, 'b1_fall': -0.22378711737832213, 'b7_fall': 0.9409559339177727, 'a0_winter': 37.271641466833564, 'a1_winter': 0.03256397961075347, 'a7_winter': 1.156804450944194, 'b1_winter': -0.8054124697312557, 'b7_winter': 1.4543707519512636, 'ERD_choice': 1}"
22,"{'B_PSH': 1492240.0354652766, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.55030317931685, 'a1_spring': 0.03566663286472428, 'a7_spring': -0.8471487148978811, 'b1_spring': -0.6897457891018114, 'b7_spring': -1.0203135177924123, 'a0_summer': 37.209223777667525, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.5233933147851096, 'b7_summer': 0.492891211628733, 'a0_fall': 37.37930174998213, 'a1_fall': 1.431127282559163, 'a7_fall': 0.45574893293328333, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6771718267447978, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
23,"{'B_PSH': 1492230.5034219855, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.49708660500851, 'a1_spring': 0.02386691217707166, 'a7_spring': -0.8586471051273926, 'b1_spring': -0.8820452163687229, 'b7_spring': -0.38501213601458084, 'a0_summer': 37.24619671138683, 'a1_summer': -1.3479016532325054, 'a7_summer': -0.9363284047802757, 'b1_summer': -0.49194486733943094, 'b7_summer': 0.486703048687044, 'a0_fall': 37.400423579671106, 'a1_fall': 1.2581140961859438, 'a7_fall': 0.45608563607438884, 'b1_fall': -0.8401014376680876, 'b7_fall': 0.9574840819319397, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9953339560960003, 'a7_winter': 1.101179008997152, 'b1_winter': -0.8081373227155917, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
24,"{'B_PSH': 1493466.0510060547, 'N_pv1_sub': 914.520545388376, 'a0_spring': 37.50233741018691, 'a1_spring': 0.02826574933179453, 'a7_spring': -0.8489247346638958, 'b1_spring': -0.6757604688970789, 'b7_spring': -0.41900043248648594, 'a0_summer': 37.228989962468745, 'a1_summer': -1.3068006739996352, 'a7_summer': -1.5499929556796466, 'b1_summer': -0.4832983576271342, 'b7_summer': -0.02760533954390687, 'a0_fall': 37.40694455333504, 'a1_fall': 1.2325437988974104, 'a7_fall': -0.8745605489451592, 'b1_fall': -0.2228217375288303, 'b7_fall': -0.6716933085826917, 'a0_winter': 37.26831825881783, 'a1_winter': 0.93941990718225, 'a7_winter': 1.1419503679430665, 'b1_winter': -0.7928986409991055, 'b7_winter': 1.6098059342056783, 'ERD_choice': 1}"
25,"{'B_PSH': 1494101.7956038343, 'N_pv1_sub': 906.5805113289505, 'a0_spring': 37.537176553110505, 'a1_spring': 0.03883501075437039, 'a7_spring': -0.8681369754991511, 'b1_spring': -0.6779744067703123, 'b7_spring': -0.4227605255337954, 'a0_summer': 37.20865383090328, 'a1_summer': -1.3123303191391653, 'a7_summer': -0.9287570268572317, 'b1_summer': -0.428588036434704, 'b7_summer': 0.28207144627022496, 'a0_fall': 37.449065233598155, 'a1_fall': 1.4419007573602367, 'a7_fall': 0.24656495197871878, 'b1_fall': -0.15984143427541056, 'b7_fall': 0.8687631728740243, 'a0_winter': 37.510406997762395, 'a1_winter': -0.2842974950717829, 'a7_winter': -0.21346583555956877, 'b1_winter': -0.49241635290116137, 'b7_winter': 1.4911566121216528, 'ERD_choice': 1}"
26,"{'B_PSH': 1492219.7415249, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.5847605375495, 'a1_spring': 0.024251586816496723, 'a7_spring': -0.8501544047159684, 'b1_spring': -0.6897247652086778, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.209223777667525, 'a1_summer': -1.311489235978955, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.4828858070160946, 'b7_summer': 0.5045211701898101, 'a0_fall': 37.407322994669364, 'a1_fall': 1.2299467965751196, 'a7_fall': 0.4560712154459299, 'b1_fall': -0.15867999861198542, 'b7_fall': 0.9574840819319397, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9408759123472393, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.05230605387473, 'b7_winter': 1.4545667487994431, 'ERD_choice': 1}"
27,"{'B_PSH': 1492571.5367411524, 'N_pv1_sub': 911.1225516381221, 'a0_spring': 37.54963095507929, 'a1_spring': 0.09916963388052334, 'a7_spring': -0.8406483144029916, 'b1_spring': -0.6756888326574574, 'b7_spring': -1.1139036648903218, 'a0_summer': 37.24356474760136, 'a1_summer': -1.3370096656974066, 'a7_summer': -0.7116741729482612, 'b1_summer': -0.4948200384832202, 'b7_summer': 0.2635054280126558, 'a0_fall': 37.43802777254806, 'a1_fall': 1.2304746017978763, 'a7_fall': 0.20422242744972957, 'b1_fall': -0.21454880671652587, 'b7_fall': 0.7071027662897007, 'a0_winter': 37.20311422591207, 'a1_winter': 0.001943211533229433, 'a7_winter': -0.21212603469431576, 'b1_winter': -0.8200450143442773, 'b7_winter': 1.489303095354484, 'ERD_choice': 1}"
