,0
0,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 837.3985033170163, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.017898987370215946, 'a7_summer': -0.5501905548253179, 'b1_summer': -0.8285088661891465, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.44409620497437, 'a1_fall': 1.4121857512913143, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.18498819548007622, 'b7_fall': 0.655917688384518, 'a0_winter': 37.27126061332018, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.009858613849027253, 'b1_winter': -0.8017581548014753, 'b7_winter': 1.0803515954281528, 'ERD_choice': 1}"
1,"{'B_PSH': 1364431.4423338925, 'N_pv1_sub': 863.4526981574356, 'a0_spring': 37.47897717277772, 'a1_spring': -0.00610971421582765, 'a7_spring': -0.9881289109338673, 'b1_spring': 1.1959051986458316, 'b7_spring': 0.4290135282556737, 'a0_summer': 37.228217474034984, 'a1_summer': -0.017898987370215946, 'a7_summer': -1.561845215295116, 'b1_summer': -0.8285088661891465, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.44409620497437, 'a1_fall': -0.49440086306346476, 'a7_fall': -0.9403270832042195, 'b1_fall': 0.18732687290530708, 'b7_fall': 0.6259293300366386, 'a0_winter': 37.269743184512016, 'a1_winter': -0.3261833911485438, 'a7_winter': 0.0027687515850289973, 'b1_winter': -0.7806061253394437, 'b7_winter': -0.4642348746034857, 'ERD_choice': 1}"
2,"{'B_PSH': 1347847.8399632787, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.524359884546485, 'a1_spring': -0.3350502784424584, 'a7_spring': 0.4024231878789372, 'b1_spring': 0.9203742953445118, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.33772339809372, 'a1_summer': -1.2860271128951528, 'a7_summer': -0.09850447525764428, 'b1_summer': -0.5389666012811761, 'b7_summer': -0.5894875410378856, 'a0_fall': 37.5279063761434, 'a1_fall': -0.30304425227742504, 'a7_fall': 0.07589325948878003, 'b1_fall': 0.9900295050074983, 'b7_fall': -0.4635150599117392, 'a0_winter': 37.26173654499215, 'a1_winter': 0.8908920130997213, 'a7_winter': -1.6062545564621455, 'b1_winter': 0.3979063076534675, 'b7_winter': 0.7928741842933026, 'ERD_choice': 1}"
3,"{'B_PSH': 1325378.757231303, 'N_pv1_sub': 800.490183390064, 'a0_spring': 37.78658620897653, 'a1_spring': -0.3314123566637259, 'a7_spring': 0.3993705656053972, 'b1_spring': 1.1295134192251284, 'b7_spring': -0.36726208419622275, 'a0_summer': 37.466034388119645, 'a1_summer': 0.32433079745056453, 'a7_summer': -0.09850447525764428, 'b1_summer': -0.5554525990584176, 'b7_summer': -0.5993308619359079, 'a0_fall': 37.44733472758092, 'a1_fall': -0.30363660832805406, 'a7_fall': 0.06863703249990816, 'b1_fall': 0.8444484869820676, 'b7_fall': 1.0616130085037134, 'a0_winter': 37.479675482325064, 'a1_winter': 0.8387356013162373, 'a7_winter': -1.2858694308315508, 'b1_winter': 0.9443169855009799, 'b7_winter': 0.8394966267704318, 'ERD_choice': 1}"
4,"{'B_PSH': 1214998.413099252, 'N_pv1_sub': 710.9080036043362, 'a0_spring': 37.171188404517814, 'a1_spring': -0.011930641001851094, 'a7_spring': -0.14045116580664, 'b1_spring': 1.2247158308077208, 'b7_spring': 1.2960296339607542, 'a0_summer': 37.54089330292358, 'a1_summer': -0.28291527811941514, 'a7_summer': -0.1951371491861614, 'b1_summer': 0.6185585452304245, 'b7_summer': 0.09710291757451678, 'a0_fall': 37.450385073067075, 'a1_fall': 0.3612246836929537, 'a7_fall': -0.13863779848958535, 'b1_fall': -0.18595672818136202, 'b7_fall': 0.3001165220403029, 'a0_winter': 37.40770983663943, 'a1_winter': 1.1604030123363593, 'a7_winter': 0.49091040770023336, 'b1_winter': 0.20667073730890534, 'b7_winter': -0.09987321849127839, 'ERD_choice': 1}"
5,"{'B_PSH': 1051674.1108613103, 'N_pv1_sub': 669.7971509966817, 'a0_spring': 37.1735209335413, 'a1_spring': -0.9300241779643075, 'a7_spring': -0.7541834235138528, 'b1_spring': -0.35619624589583043, 'b7_spring': -0.7136006134543104, 'a0_summer': 37.47324658587663, 'a1_summer': -1.0495211535683433, 'a7_summer': 0.2196017119902986, 'b1_summer': 0.6020452913305304, 'b7_summer': 0.7678418041149784, 'a0_fall': 37.41841210308373, 'a1_fall': -0.37413404846552867, 'a7_fall': -0.1497920869055655, 'b1_fall': -0.33309590309661813, 'b7_fall': -0.8774855495811177, 'a0_winter': 37.26738998908021, 'a1_winter': -0.9099800448428406, 'a7_winter': -0.17517736988017696, 'b1_winter': 1.3980804433980096, 'b7_winter': -1.0397622383432759, 'ERD_choice': 1}"
6,"{'B_PSH': 1023970.6955930277, 'N_pv1_sub': 659.575886270956, 'a0_spring': 37.55072296863667, 'a1_spring': -0.5934257595492738, 'a7_spring': -0.9726567216917821, 'b1_spring': -0.3927547455342723, 'b7_spring': -0.9126955592733602, 'a0_summer': 37.546420105334605, 'a1_summer': -0.5539126242548913, 'a7_summer': -0.30928232946834244, 'b1_summer': -0.40445754739719403, 'b7_summer': 0.11352249130378977, 'a0_fall': 37.448572065106326, 'a1_fall': -0.30494444577070773, 'a7_fall': 0.2314241380404239, 'b1_fall': -0.3682614341931789, 'b7_fall': -0.8834003405810328, 'a0_winter': 37.30856120076936, 'a1_winter': 0.8028112115171638, 'a7_winter': -0.17999947222470866, 'b1_winter': -0.6089782598324224, 'b7_winter': 1.1012582728064069, 'ERD_choice': 1}"
7,"{'B_PSH': 1040627.7874642971, 'N_pv1_sub': 539.1280808387389, 'a0_spring': 37.22746064381425, 'a1_spring': -0.8000939453347382, 'a7_spring': -0.8147746068926076, 'b1_spring': -0.048320706124776625, 'b7_spring': -1.0142963537822194, 'a0_summer': 37.158382163924685, 'a1_summer': 0.12408702395158552, 'a7_summer': -0.09413536191894421, 'b1_summer': -0.5446878766673662, 'b7_summer': -0.4772656099450868, 'a0_fall': 37.44582024685999, 'a1_fall': -0.23091426854627944, 'a7_fall': -0.04513536227971232, 'b1_fall': -0.2789037369651687, 'b7_fall': -0.28827394130912154, 'a0_winter': 37.46212844213875, 'a1_winter': 0.8391699288249164, 'a7_winter': 1.1387863887838365, 'b1_winter': -0.6371868539979635, 'b7_winter': -0.515840137625861, 'ERD_choice': 1}"
8,"{'B_PSH': 882641.5782542398, 'N_pv1_sub': 532.79014008183, 'a0_spring': 37.51750434053842, 'a1_spring': 0.09179674919311476, 'a7_spring': -0.9404879643327283, 'b1_spring': -0.9777255598506216, 'b7_spring': -0.9054721203198656, 'a0_summer': 37.438434722893355, 'a1_summer': 0.02635860570380641, 'a7_summer': -0.19859744446369923, 'b1_summer': -0.5341332538782777, 'b7_summer': 0.33872008304564305, 'a0_fall': 37.437440975903016, 'a1_fall': -0.3949533800558321, 'a7_fall': 0.5169631324114938, 'b1_fall': 0.9668733825284637, 'b7_fall': -0.19865395542642575, 'a0_winter': 37.19755943544008, 'a1_winter': 1.6792354314103493, 'a7_winter': 1.3437599303031997, 'b1_winter': 0.2428751995671192, 'b7_winter': 0.15818588056034205, 'ERD_choice': 1}"
9,"{'B_PSH': 1214998.413099252, 'N_pv1_sub': 6.968729744982056, 'a0_spring': 37.15790894336216, 'a1_spring': 0.009896840799805462, 'a7_spring': -0.14045116580664, 'b1_spring': 1.2247158308077208, 'b7_spring': 1.2960296339607542, 'a0_summer': 37.53083497934748, 'a1_summer': -0.28291527811941514, 'a7_summer': -0.18673872608082134, 'b1_summer': 0.6185585452304245, 'b7_summer': 0.09710291757451678, 'a0_fall': 37.4504102576442, 'a1_fall': 0.2611760884060996, 'a7_fall': -0.130527964196463, 'b1_fall': -0.18595672818136202, 'b7_fall': 0.29525367131471586, 'a0_winter': 37.40770983663943, 'a1_winter': 1.1438719976204268, 'a7_winter': 0.49091040770023336, 'b1_winter': 0.20667073730890534, 'b7_winter': -0.10047743822949333, 'ERD_choice': 1}"
10,"{'B_PSH': 1234640.4637333862, 'N_pv1_sub': 21.15841472454818, 'a0_spring': 37.235494264725645, 'a1_spring': 0.009758689479253624, 'a7_spring': -1.102092269507644, 'b1_spring': 1.0092409643080977, 'b7_spring': 1.211768212735937, 'a0_summer': 37.446133885799036, 'a1_summer': 0.12269305427481898, 'a7_summer': -0.08508585478631375, 'b1_summer': -0.46762257384102557, 'b7_summer': 1.0991057364543304, 'a0_fall': 37.53555691304319, 'a1_fall': -1.229206599662286, 'a7_fall': 0.7126087842264514, 'b1_fall': 0.2189975227827119, 'b7_fall': 0.3499837026831426, 'a0_winter': 37.54798446829965, 'a1_winter': -0.014956664091340152, 'a7_winter': 1.1814072728201008, 'b1_winter': -0.6123196885244409, 'b7_winter': -0.577258831273329, 'ERD_choice': 1}"
