,0,1,2,3,4,5,6,7,8,9,10
0,-247705.24958963683,-0.08928571428571427,-0.04166666666666666,0.0,-0.06547619047619047,-0.05,-0.05,-0.04404761904761905,-0.05,0.0,0.0
1,-241670.6249567644,-0.029761904761904767,-0.25,-0.07738095238095238,-0.15476190476190477,-0.05,-0.05,-0.05,-0.05,0.0,0.0
2,-230700.72890463265,-0.005952380952380959,-0.005952380952380959,-0.059523809523809534,-0.09523809523809523,-0.05,-0.05,-0.05,-0.05,0.0,0.0
3,-247471.83313825566,-0.047619047619047616,-0.25,-0.20833333333333334,-0.059523809523809534,-0.05,-0.05,-0.05,-0.05,0.0,0.0
4,-227958.92009757692,-0.023809523809523808,-0.029761904761904767,-0.01785714285714285,-0.04166666666666666,-0.020238095238095243,-0.05,-0.05,-0.05,0.0,0.0
5,-238817.85366639448,-0.25,-0.08333333333333334,-0.25,-0.023809523809523808,-0.05,-0.05,-0.05,-0.05,0.0,0.0
6,-238262.80766194192,-0.25,-0.08333333333333334,-0.25,-0.01785714285714285,-0.05,-0.05,-0.05,-0.05,0.0,0.0
7,-238817.85366639448,-0.25,-0.08333333333333334,-0.25,-0.023809523809523808,-0.05,-0.05,-0.05,-0.05,0.0,0.0
8,-235323.43293714276,-0.029761904761904767,-0.035714285714285726,-0.25,-0.059523809523809534,-0.05,-0.05,-0.05,-0.05,0.0,0.0
9,-232637.890226575,-0.06547619047619047,-0.01785714285714285,-0.25,-0.005952380952380959,-0.05,-0.020238095238095243,-0.05,-0.05,0.0,0.0
10,-233984.0460087153,-0.023809523809523808,-0.029761904761904767,-0.25,-0.029761904761904767,-0.05,-0.05,-0.05,-0.05,0.0,0.0
11,-233206.47393845324,-0.01785714285714285,-0.25,-0.17857142857142858,-0.04166666666666666,-0.05,-0.05,-0.05,-0.05,0.0,0.0
12,-229013.16906335118,-0.023809523809523808,-0.005952380952380959,-0.25,-0.011904761904761918,-0.04404761904761905,-0.05,-0.05,-0.05,0.0,0.0
13,-250000.0,-0.005952380952380959,-0.035714285714285726,-0.005952380952380959,-0.005952380952380959,-0.05,-0.03214285714285715,-0.026190476190476195,-0.020238095238095243,0.0,0.0
14,-228516.80224718698,-0.10714285714285715,-0.25,-0.005952380952380959,-0.15476190476190477,-0.05,-0.05,-0.05,-0.05,0.0,0.0
15,-236022.3170829931,-0.023809523809523808,-0.25,-0.20833333333333334,-0.011904761904761918,-0.05,-0.05,-0.05,-0.05,0.0,0.0
16,-236022.3170829931,-0.04166666666666666,-0.029761904761904767,-0.23214285714285715,-0.053571428571428575,-0.05,-0.04404761904761905,-0.05,-0.05,0.0,0.0
17,-223103.9597720451,0.0,-0.25,-0.125,-0.14285714285714285,-0.05,-0.05,-0.05,-0.05,0.0,0.0
18,-232595.58489086977,0.0,-0.25,-0.25,-0.25,0.0035714285714285657,-0.05,-0.05,-0.05,0.0,0.0
19,-107810.58123281004,0.005952380952380931,-0.08333333333333334,-0.047619047619047616,-0.04166666666666666,-0.0380952380952381,-0.05,-0.05,-0.05,0.0,0.0
20,-10912.512197267963,0.005952380952380931,-0.09523809523809523,-0.053571428571428575,-0.25,-0.05,-0.05,-0.05,-0.05,0.0,0.0
21,-63205.81915160618,-0.23809523809523808,0.005952380952380931,-0.25,-0.023809523809523808,-0.05,-0.020238095238095243,-0.05,-0.05,0.0,0.0
22,-240354.38345920833,0.0,-0.005952380952380959,-0.005952380952380959,-0.035714285714285726,0.009523809523809518,-0.01428571428571429,-0.05,-0.05,0.0,0.0
23,-248424.54929833737,-0.047619047619047616,-0.029761904761904767,-0.09523809523809523,0.011904761904761918,-0.05,-0.05,-0.05,-0.05,0.0,0.0
24,-125815.3033578685,-0.07738095238095238,-0.01785714285714285,0.011904761904761918,-0.005952380952380959,-0.05,-0.01428571428571429,-0.020238095238095243,-0.026190476190476195,0.0,0.0
25,-234624.5487912924,-0.029761904761904767,-0.25,-0.25,0.01785714285714285,-0.05,-0.05,-0.05,-0.05,0.0,0.0
26,-234624.5487912924,-0.029761904761904767,-0.25,-0.25,0.01785714285714285,-0.05,-0.05,-0.05,-0.05,0.0,0.0
