,0
0,"{'B_PSH': 1493892.9043544575, 'N_pv1_sub': 911.0226867638844, 'a0_spring': 37.48639717907215, 'a1_spring': 0.02655924827201706, 'a7_spring': -0.8586247191814779, 'b1_spring': -0.6847114607402149, 'b7_spring': -0.7970663916514188, 'a0_summer': 37.2457562240656, 'a1_summer': -1.2822603342620431, 'a7_summer': -0.9268674714161029, 'b1_summer': -0.493646334644962, 'b7_summer': 0.37882558767001845, 'a0_fall': 37.4006321559528, 'a1_fall': 1.4341671530544615, 'a7_fall': 0.4096368476857, 'b1_fall': -0.7924683206229135, 'b7_fall': 0.9450706587355351, 'a0_winter': 37.20055615597687, 'a1_winter': -0.01491296498254302, 'a7_winter': -0.22010599555399324, 'b1_winter': -0.8014320866743826, 'b7_winter': 1.1138755142454557, 'ERD_choice': 1}"
1,"{'B_PSH': 1492239.9631035903, 'N_pv1_sub': 914.6463234814437, 'a0_spring': 37.569960229683296, 'a1_spring': 0.10519338596268836, 'a7_spring': -0.8498976381278988, 'b1_spring': -0.6897457891018114, 'b7_spring': -1.093212866688422, 'a0_summer': 37.24533783938868, 'a1_summer': -1.34941960312761, 'a7_summer': -0.9349302373123816, 'b1_summer': -0.5206964462783803, 'b7_summer': 0.4482791016923483, 'a0_fall': 37.40633938138142, 'a1_fall': 1.4326817333424195, 'a7_fall': 0.4571823846724404, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.9400524066036591, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9406015428147882, 'a7_winter': 1.088099322040494, 'b1_winter': -1.0387545143467052, 'b7_winter': 1.454357606957599, 'ERD_choice': 1}"
2,"{'B_PSH': 1492215.2420462007, 'N_pv1_sub': 911.6311014836532, 'a0_spring': 37.438888604681246, 'a1_spring': -0.00021497275781318104, 'a7_spring': -0.8584452491822152, 'b1_spring': -0.566056672813892, 'b7_spring': -1.0259273294522822, 'a0_summer': 37.230599510528435, 'a1_summer': -1.1971192378822026, 'a7_summer': -1.2157432707718174, 'b1_summer': -0.832788756205096, 'b7_summer': 0.47732190324166873, 'a0_fall': 37.407440997548875, 'a1_fall': 1.1388789715718008, 'a7_fall': 0.4616546424854798, 'b1_fall': -0.16527783747551167, 'b7_fall': 0.9409559339177727, 'a0_winter': 37.27728442733171, 'a1_winter': 0.9410634166414178, 'a7_winter': 1.1420900973031376, 'b1_winter': -0.8054124697312557, 'b7_winter': 1.4365492098661516, 'ERD_choice': 1}"
3,"{'B_PSH': 1493472.1436327063, 'N_pv1_sub': 909.3925491700497, 'a0_spring': 37.58601856216144, 'a1_spring': 0.09762372153917873, 'a7_spring': -1.008030303190074, 'b1_spring': -0.6895358816926846, 'b7_spring': -1.0402708667973954, 'a0_summer': 37.2456975894102, 'a1_summer': -1.410853120095112, 'a7_summer': -0.9335127115405145, 'b1_summer': -0.5214703649713296, 'b7_summer': 0.42575703800268805, 'a0_fall': 37.40695035539581, 'a1_fall': 1.4331038915001413, 'a7_fall': 0.4555499842681992, 'b1_fall': 0.14543580935209427, 'b7_fall': 0.9439926210697811, 'a0_winter': 37.30187842298955, 'a1_winter': 0.9375626507918131, 'a7_winter': 1.042814992249614, 'b1_winter': -1.0305148674523803, 'b7_winter': 1.454357606957599, 'ERD_choice': 1}"
4,"{'B_PSH': 1492219.7415249, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.5847605375495, 'a1_spring': 0.02386691217707166, 'a7_spring': -0.8470376424300048, 'b1_spring': -0.689603563041373, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.22948129396335, 'a1_summer': -1.312148690122985, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.48650028415809743, 'b7_summer': 0.5053560538863816, 'a0_fall': 37.42786639546605, 'a1_fall': 1.2233683189103817, 'a7_fall': 0.45608563607438884, 'b1_fall': -0.15867999861198542, 'b7_fall': 0.8767247257497426, 'a0_winter': 37.276584479648335, 'a1_winter': 0.9412226539556963, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.052363355962521, 'b7_winter': 1.435048527817651, 'ERD_choice': 1}"
5,"{'B_PSH': 1492251.5507308932, 'N_pv1_sub': 914.8233951497157, 'a0_spring': 37.55030317931685, 'a1_spring': 0.035447364220355576, 'a7_spring': -0.8471487148978811, 'b1_spring': -0.6897457891018114, 'b7_spring': -1.0203135177924123, 'a0_summer': 37.229473017848086, 'a1_summer': -1.31040704369224, 'a7_summer': -0.9349341542695997, 'b1_summer': -0.5233933147851096, 'b7_summer': 0.27351262836276313, 'a0_fall': 37.37779890958346, 'a1_fall': 1.4327080238681789, 'a7_fall': 0.45574893293328333, 'b1_fall': 0.31795927507971955, 'b7_fall': 0.7172540637792135, 'a0_winter': 37.27533108653845, 'a1_winter': 0.03736554226776284, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
6,"{'B_PSH': 1494146.9121603577, 'N_pv1_sub': 914.6803660314453, 'a0_spring': 37.48589544404965, 'a1_spring': 0.026990113190789866, 'a7_spring': -0.8499904606475088, 'b1_spring': -0.6869426550151259, 'b7_spring': -1.1308317061827835, 'a0_summer': 37.22896844199578, 'a1_summer': -1.3070359383770054, 'a7_summer': -1.0326809887174175, 'b1_summer': -0.5194342275859504, 'b7_summer': 0.4510176443833972, 'a0_fall': 37.4072611456177, 'a1_fall': 1.2278427749835392, 'a7_fall': 0.3418782904408885, 'b1_fall': -0.1459057150954302, 'b7_fall': 0.9189691434242848, 'a0_winter': 37.27160126513633, 'a1_winter': 0.9396644905086211, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.3994521512532896, 'ERD_choice': 1}"
7,"{'B_PSH': 1492230.5034219855, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.49708660500851, 'a1_spring': 0.02386691217707166, 'a7_spring': -0.8579509267576153, 'b1_spring': -0.886326622789898, 'b7_spring': -0.8098376227412472, 'a0_summer': 37.21317989430451, 'a1_summer': -1.342855958626281, 'a7_summer': -0.9362834173992369, 'b1_summer': -0.4907520973732391, 'b7_summer': 0.486703048687044, 'a0_fall': 37.42962087148555, 'a1_fall': 1.2581140961859438, 'a7_fall': 0.45257702628126095, 'b1_fall': -0.15867999861198542, 'b7_fall': 0.9574840819319397, 'a0_winter': 37.276584479648335, 'a1_winter': 0.987253635575517, 'a7_winter': 1.101179008997152, 'b1_winter': -1.049986078953772, 'b7_winter': 1.4545699579376064, 'ERD_choice': 1}"
8,"{'B_PSH': 1494146.9121603577, 'N_pv1_sub': 914.7407408082136, 'a0_spring': 37.48589544404965, 'a1_spring': 0.026990113190789866, 'a7_spring': -0.8499897152138363, 'b1_spring': -0.6869426550151259, 'b7_spring': -0.5843756657809268, 'a0_summer': 37.22896863309278, 'a1_summer': -1.307040430897319, 'a7_summer': -1.0326809887174175, 'b1_summer': -0.4832983576271342, 'b7_summer': 0.28859881384118663, 'a0_fall': 37.40699818703509, 'a1_fall': 1.2217933075373453, 'a7_fall': 0.2416342403400562, 'b1_fall': -0.1459057150954302, 'b7_fall': 0.9189691434242848, 'a0_winter': 37.27789988531463, 'a1_winter': 0.9396463012907047, 'a7_winter': 1.1419503679430665, 'b1_winter': -1.0479725161540039, 'b7_winter': 1.399464332716035, 'ERD_choice': 1}"
9,"{'B_PSH': 1492240.0354652766, 'N_pv1_sub': 914.5289399243278, 'a0_spring': 37.54958737842546, 'a1_spring': 0.07172587773316869, 'a7_spring': -0.8694337788299817, 'b1_spring': -0.6897728326219391, 'b7_spring': -1.0746118921476742, 'a0_summer': 37.23062070584138, 'a1_summer': -1.3379590117749052, 'a7_summer': -0.934967316618523, 'b1_summer': -0.529658698095678, 'b7_summer': 0.835827393318896, 'a0_fall': 37.43761642835827, 'a1_fall': 1.241444581105615, 'a7_fall': 0.4584462533993108, 'b1_fall': 0.14764963674154963, 'b7_fall': 0.6929183191644879, 'a0_winter': 37.27248738362762, 'a1_winter': 0.9361132921939239, 'a7_winter': 1.1419503679430665, 'b1_winter': -0.7829465767810244, 'b7_winter': 1.4553861310814, 'ERD_choice': 1}"
