,0
0,"{'B_PSH': 1492805.7891983697, 'N_pv1_sub': 863.4785323607833, 'a0_spring': 37.48631579276535, 'a1_spring': 0.08094025350515173, 'a7_spring': -0.9872289948438819, 'b1_spring': -0.7059446979833218, 'b7_spring': -0.40507468520898904, 'a0_summer': 37.22949564232961, 'a1_summer': -1.306624805565308, 'a7_summer': -0.5744970216743863, 'b1_summer': -0.4943964927223614, 'b7_summer': 0.481080640200267, 'a0_fall': 37.435548208084406, 'a1_fall': 1.1831147321773003, 'a7_fall': -0.8796209286625024, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6253985319277782, 'a0_winter': 37.201368228509764, 'a1_winter': -0.015501051936915559, 'a7_winter': -0.5124358786803723, 'b1_winter': -0.850982132721188, 'b7_winter': 1.492541678310834, 'ERD_choice': 1}"
1,"{'B_PSH': 1464288.4401108674, 'N_pv1_sub': 861.9322832146826, 'a0_spring': 37.20001809626366, 'a1_spring': -0.004265260156934396, 'a7_spring': -0.809134553736144, 'b1_spring': -1.1039800266560178, 'b7_spring': -0.36820217900573077, 'a0_summer': 37.229091670547305, 'a1_summer': -0.05189539581556424, 'a7_summer': -0.6610564216789432, 'b1_summer': -0.0341706560019126, 'b7_summer': -0.47401781230428897, 'a0_fall': 37.52646268318328, 'a1_fall': -0.29553241571095157, 'a7_fall': -0.8481010107930252, 'b1_fall': -0.2522489339837283, 'b7_fall': -0.5989601921249517, 'a0_winter': 37.263701422111296, 'a1_winter': 0.8160089200083269, 'a7_winter': -1.5143054088666488, 'b1_winter': -0.6768916794302233, 'b7_winter': 0.763801700729517, 'ERD_choice': 1}"
2,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 838.2872508820456, 'a0_spring': 37.486404353536734, 'a1_spring': -0.8699528477068418, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.9524747931917961, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.330196010930095, 'a1_summer': -1.3212122119824006, 'a7_summer': -0.2081613913845629, 'b1_summer': 0.2601774165905289, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.19264567726853155, 'b7_fall': 0.3486862452986009, 'a0_winter': 37.20191949728764, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.5811566589442678, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.5458473362942886, 'ERD_choice': 1}"
3,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 838.2872508820456, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.7222425107002501, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.2895194231792577, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6259853931455016, 'a0_winter': 37.20213042764698, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8015446424800614, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
4,"{'B_PSH': 1334989.237303186, 'N_pv1_sub': 815.8890207853083, 'a0_spring': 37.2068435721614, 'a1_spring': -0.8876366994217237, 'a7_spring': -0.8610474310598477, 'b1_spring': 0.8948106499119939, 'b7_spring': -0.35084428750957153, 'a0_summer': 37.37437345795847, 'a1_summer': -1.0555334680996038, 'a7_summer': -0.2082216307688576, 'b1_summer': -1.0436200673411204, 'b7_summer': 0.970005678721661, 'a0_fall': 37.523251991572735, 'a1_fall': -0.4233966780532341, 'a7_fall': -0.952082098767846, 'b1_fall': -0.33129269092240515, 'b7_fall': -0.9075851930447472, 'a0_winter': 37.27323812592852, 'a1_winter': 0.8996206522008462, 'a7_winter': 0.5144405982898784, 'b1_winter': 1.3900504707317864, 'b7_winter': 0.9113381037335747, 'ERD_choice': 1}"
5,"{'B_PSH': 1462169.4387392309, 'N_pv1_sub': 817.5741217737992, 'a0_spring': 37.48051264604582, 'a1_spring': -0.11437233344307551, 'a7_spring': -0.9760144470090724, 'b1_spring': -0.6712283501240537, 'b7_spring': -0.3997814044627953, 'a0_summer': 37.23746477180431, 'a1_summer': -0.08952073702513019, 'a7_summer': -1.5481828823136417, 'b1_summer': -0.7110257145828763, 'b7_summer': 0.5433772656680209, 'a0_fall': 37.437742249747934, 'a1_fall': -0.3490806789816696, 'a7_fall': -0.8807111239615657, 'b1_fall': 0.194378452789954, 'b7_fall': 0.9355823145761166, 'a0_winter': 37.20021587615275, 'a1_winter': -0.3261699659288321, 'a7_winter': 0.09810439325168774, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.5102700031790652, 'ERD_choice': 1}"
6,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 867.8389646892192, 'a0_spring': 37.49228205563174, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8566963495715613, 'b1_spring': -0.7222425107002501, 'b7_spring': -0.41933062376011604, 'a0_summer': 37.228990205234695, 'a1_summer': -1.3011659441311463, 'a7_summer': -0.6403058469140033, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.437962299557146, 'a0_fall': 37.43607574957931, 'a1_fall': 1.2342446457094496, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.18921834943458335, 'b7_fall': 0.8524025992105568, 'a0_winter': 37.20213042764698, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.17808194244053374, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.7443812804486472, 'ERD_choice': 1}"
7,"{'B_PSH': 1372257.0322517548, 'N_pv1_sub': 861.6392566371366, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08094025350515173, 'a7_spring': -0.859112207045873, 'b1_spring': -0.7059446979833218, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.306624805565308, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.435548208084406, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6253985319277782, 'a0_winter': 37.20213042764698, 'a1_winter': -0.01573434676873519, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8116532833656642, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
8,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 837.9748361169264, 'a0_spring': 37.49228205563174, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.7222425107002501, 'b7_spring': -0.41933062376011604, 'a0_summer': 37.228990205234695, 'a1_summer': -1.2895194231792577, 'a7_summer': -0.6403058469140033, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.437962299557146, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.18921834943458335, 'b7_fall': 0.6142346551481209, 'a0_winter': 37.20213042764698, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.17808194244053374, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.7443812804486472, 'ERD_choice': 1}"
9,"{'B_PSH': 1405787.7166594167, 'N_pv1_sub': 826.9320510122309, 'a0_spring': 37.55210026016585, 'a1_spring': -0.7630181883114043, 'a7_spring': -0.8099351992744148, 'b1_spring': -1.0889658457004328, 'b7_spring': -0.9828047144624132, 'a0_summer': 37.22634872618618, 'a1_summer': -0.9246314978471253, 'a7_summer': -0.19672835243736203, 'b1_summer': -0.8210100231371493, 'b7_summer': 0.7902773154197684, 'a0_fall': 37.444180626990224, 'a1_fall': 0.09571799923427693, 'a7_fall': -0.9405754891395214, 'b1_fall': -0.25866460748098674, 'b7_fall': 0.6259293300366386, 'a0_winter': 37.278323366249204, 'a1_winter': 0.015480528238258217, 'a7_winter': 1.213357513966999, 'b1_winter': -0.7743066376860508, 'b7_winter': -0.46160910564907986, 'ERD_choice': 1}"
