,0
0,-994665231.9652206
1,-987804528.8226739
2,-974664337.9495304
3,-966735935.8537416
4,-964814417.8290405
5,-962727819.1095475
6,-962522138.7326063
7,-962223308.4969887
8,-960908797.1576902
9,-960702650.8896748
10,-960314882.6093967
11,-959622695.0538504
12,-958914074.9725293
13,-958663979.2580204
14,-958380689.9011945
15,-957132033.5842162
16,-956739094.820118
17,-956402450.2787523
18,-954607815.7629459
19,-954160263.5102473
20,-953556765.040329
21,-953429360.5786777
22,-953165263.0667762
23,-951274376.809047
24,-951259050.3386009
25,-951031709.869186
26,-950713932.3238772
27,-950330112.33692
28,-950322060.7868826
29,-949880341.4708296
30,-949860117.438202
31,-949241040.3707283
32,-949052886.8858812
33,-947404420.3218035
34,-946961330.0956104
35,-946738267.5090724
36,-946501034.494374
37,-946418902.0393968
38,-946023168.0299976
39,-945720070.2837481
40,-945692271.7410382
41,-945657743.9069718
42,-944820151.5947962
43,-944569394.3625952
44,-944417733.9692388
45,-944355137.0459945
46,-943727316.4201437
47,-943302452.0182399
48,-943060427.7516077
49,-942462509.6349148
50,-942203670.725326
51,-941790869.5875702
52,-941721035.154977
53,-941496056.267722
54,-941409646.5855184
55,-941248172.5899739
56,-941226746.3208393
57,-940589119.1389525
58,-939945515.188727
59,-939940089.4764841
60,-939409230.4239053
61,-939341610.5602608
62,-939150361.033237
63,-938609271.4457103
64,-938556924.7865473
65,-938391621.8867605
66,-938308211.0157499
67,-938090192.2964983
68,-936969945.9800006
69,-936830976.4831504
70,-936612740.0657719
71,-935591187.6562281
72,-935515994.010763
73,-935220697.9767207
74,-934999746.6587038
75,-934936829.5899783
76,-934663378.3996911
77,-934586816.6522406
78,-934556679.9148043
79,-934536365.2545401
80,-934061222.6336367
81,-934032680.091085
82,-933565432.019023
83,-933565218.1359384
84,-933031273.5561045
85,-932958755.2392802
86,-932807774.7149334
87,-932740119.184718
88,-932577824.8609929
89,-932548086.1716434
90,-932407954.2624921
91,-932161461.4972296
92,-932004278.8027107
93,-931781843.4101157
94,-931547777.5408511
95,-931520994.3179517
96,-931433004.5582759
97,-931317087.4622416
98,-931254502.2415153
99,-931221923.3574305
