,0
0,-1057016478.2652512
1,-1054960266.9313955
2,-1054861981.3277246
3,-1053058069.6829474
4,-1050597073.2262284
5,-1048983498.0067331
6,-1048349279.2131829
7,-1048105882.1310905
8,-1047812437.5578063
9,-1047161237.5695779
10,-1046948391.023495
11,-1046906227.4884754
12,-1046858969.4956393
13,-1045187808.419531
14,-1044682856.6004945
15,-1044568394.4274086
16,-1044005918.0925945
17,-1043985395.9522858
18,-1043532394.7964227
19,-1043060522.0487556
20,-1042659426.2480052
21,-1042411381.4143189
22,-1042151098.3843882
23,-1042096263.7584552
24,-1041944326.8995385
25,-1041372323.2067076
26,-1040882964.2674032
27,-1040740989.4354011
28,-1040637307.6540382
29,-1040305514.5376937
30,-1039712203.104308
31,-1039292279.4476025
32,-1039094755.3610424
33,-1038111222.3576106
34,-1038074107.0339682
35,-1037559885.702086
36,-1037480181.4058362
37,-1037323257.3687358
38,-1036253623.1319969
39,-1036118002.0089887
40,-1035647564.6021357
41,-1035623724.6482893
42,-1035559413.6601863
43,-1035317345.5174463
44,-1034999972.1976933
45,-1034678580.749225
46,-1034645502.8436303
47,-1034641940.4006943
48,-1034307808.4782743
49,-1034285401.7665576
50,-1034231403.1773608
51,-1034134362.2211345
52,-1034064177.8300467
53,-1033996463.6841153
54,-1033957146.2179087
55,-1033850717.311707
56,-1033551904.0403885
57,-1033524974.9467528
58,-1033452445.0833378
59,-1033297734.0542578
60,-1033240034.014248
61,-1033225023.9673684
62,-1032706351.3022007
63,-1032705551.0021737
64,-1032658721.0744151
65,-1032472622.536222
66,-1032380295.9471885
67,-1032195798.0551829
68,-1032183389.380383
69,-1031945443.364675
70,-1031781477.9083232
71,-1031664835.4684951
72,-1031569438.0696902
73,-1031538023.1666468
74,-1031455642.5732076
75,-1031387433.2434375
76,-1031233224.8472658
77,-1031160764.3180815
78,-1031057936.5875547
79,-1030951141.9425962
80,-1030876705.2240844
81,-1030542478.0853001
82,-1030526330.754648
83,-1030407932.992409
84,-1030339208.8487378
85,-1030281632.9615135
86,-1029962409.4471484
87,-1029894985.7341353
88,-1029889371.2554096
89,-1029763088.5367112
90,-1029734627.8437989
91,-1029570934.864573
92,-1029457437.0588759
93,-1029391522.5083393
94,-1029272308.548745
95,-1029201816.6974978
96,-1029126495.1540924
97,-1028780478.3344504
98,-1028737896.2703849
99,-1028688165.6360294
