,0
0,-1059530930.3926764
1,-1058033276.0056454
2,-1057757778.1966689
3,-1057381519.5542513
4,-1057016478.2652512
5,-1054960266.9313955
6,-1054861981.3277246
7,-1054850101.3908477
8,-1054610990.3974967
9,-1053058069.6829474
10,-1052816650.4532353
11,-1051551324.6791023
12,-1050836314.0652504
13,-1050597073.2262284
14,-1050564196.9183781
15,-1050335152.7360158
16,-1050217632.3796097
17,-1049553375.7860725
18,-1049156007.511634
19,-1048983498.0067331
20,-1048349279.2131829
21,-1048227455.5749396
22,-1048105882.1310905
23,-1047812437.5578063
24,-1047161237.5695779
25,-1046948391.023495
26,-1046944701.1784989
27,-1046906227.4884754
28,-1046899634.1815171
29,-1046858969.4956393
30,-1046847301.7971661
31,-1046700958.3339908
32,-1046154674.1570826
33,-1045858305.5519776
34,-1045836698.4463573
35,-1045527044.7944884
36,-1045187808.419531
37,-1044949518.9464571
38,-1044682856.6004945
39,-1044615618.5172675
40,-1044568394.4274086
41,-1044005918.0925945
42,-1043985395.9522858
43,-1043532394.7964227
44,-1043325463.7867763
45,-1043060522.0487556
46,-1042659426.2480052
47,-1042633931.8098218
48,-1042413906.3804333
49,-1042411381.4143189
50,-1042410132.5857149
51,-1042387428.8433837
52,-1042334943.3052946
53,-1042247732.6360881
54,-1042151098.3843882
55,-1042096263.7584552
56,-1041944326.8995385
57,-1041928599.4677757
58,-1041769826.2084804
59,-1041542257.6745859
60,-1041372326.6471921
61,-1041372323.2067076
62,-1040882964.2674032
63,-1040743215.9229243
64,-1040740989.4354011
65,-1040637307.6540382
66,-1040575514.9941581
67,-1040305514.5376937
68,-1040062345.5288291
69,-1039922451.3071578
70,-1039881129.0624714
71,-1039759350.8463327
72,-1039712203.104308
73,-1039329035.2612637
74,-1039292279.4476025
75,-1039094755.3610424
76,-1038890714.6271676
77,-1038883699.3454643
78,-1038820233.3153529
79,-1038592271.8579289
80,-1038576791.52546
81,-1038398213.1862028
82,-1038395782.9851881
83,-1038346897.3959414
84,-1038285893.4460688
85,-1038233658.629252
86,-1038111222.3576106
87,-1038074107.0339682
88,-1037594418.6670101
89,-1037562872.077276
90,-1037559885.702086
91,-1037480181.4058362
92,-1037457863.6260637
93,-1037323257.3687358
94,-1037065068.0090214
95,-1036997512.8840685
96,-1036948281.7501427
97,-1036856950.7953368
98,-1036357909.8249232
99,-1036253623.1319969
