,0
0,"{'B_PSH': 1492805.7891983697, 'N_pv1_sub': 863.4785323607833, 'a0_spring': 37.48631579276535, 'a1_spring': 0.08094025350515173, 'a7_spring': -0.9872289948438819, 'b1_spring': -0.7059446979833218, 'b7_spring': -0.40507468520898904, 'a0_summer': 37.22949564232961, 'a1_summer': -1.306624805565308, 'a7_summer': -0.5744970216743863, 'b1_summer': -0.4943964927223614, 'b7_summer': 0.481080640200267, 'a0_fall': 37.435548208084406, 'a1_fall': 1.1831147321773003, 'a7_fall': -0.8796209286625024, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6253985319277782, 'a0_winter': 37.201368228509764, 'a1_winter': -0.015501051936915559, 'a7_winter': -0.5124358786803723, 'b1_winter': -0.850982132721188, 'b7_winter': 1.492541678310834, 'ERD_choice': 1}"
1,"{'B_PSH': 1436604.0980947025, 'N_pv1_sub': 869.9282945634781, 'a0_spring': 37.50423922269501, 'a1_spring': 0.003199649799747205, 'a7_spring': -0.8589930346033613, 'b1_spring': -0.6765718839859822, 'b7_spring': -0.40065165172176037, 'a0_summer': 37.22945820717901, 'a1_summer': -0.007063559377466476, 'a7_summer': -0.5380026557469483, 'b1_summer': -0.8344265267992013, 'b7_summer': 0.4894515763931869, 'a0_fall': 37.44350103497677, 'a1_fall': -0.30266794740797964, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 1.0122211780125858, 'a0_winter': 37.20346283151719, 'a1_winter': 0.03870972530692113, 'a7_winter': -0.5112540992994425, 'b1_winter': -0.8115020995036625, 'b7_winter': 1.4796541608151546, 'ERD_choice': 1}"
2,"{'B_PSH': 1453291.0798309105, 'N_pv1_sub': 863.8071201896353, 'a0_spring': 37.44237504428463, 'a1_spring': -0.31014395027948494, 'a7_spring': -0.8535271758114251, 'b1_spring': -0.5434481620472138, 'b7_spring': -0.4016734517336372, 'a0_summer': 37.441983392376294, 'a1_summer': 0.14780933114930636, 'a7_summer': -0.09160571827033172, 'b1_summer': -0.519077032883551, 'b7_summer': 0.483447478694268, 'a0_fall': 37.53988238379692, 'a1_fall': 0.1941737849360573, 'a7_fall': 0.034319974263144426, 'b1_fall': 0.9966742609108239, 'b7_fall': 0.8642208052945106, 'a0_winter': 37.24374226974617, 'a1_winter': 0.31134040029743826, 'a7_winter': 0.5705645427940444, 'b1_winter': -0.8831503769736571, 'b7_winter': -0.20415577328491197, 'ERD_choice': 1}"
3,"{'B_PSH': 1430504.9048209393, 'N_pv1_sub': 858.4549341788936, 'a0_spring': 37.44097501864524, 'a1_spring': -0.2827409743976822, 'a7_spring': -0.8592143440121285, 'b1_spring': 0.8629386969895887, 'b7_spring': 0.5286069960141098, 'a0_summer': 37.23644666279993, 'a1_summer': 0.1316419010627879, 'a7_summer': -0.1212262613317533, 'b1_summer': -0.5387053592912427, 'b7_summer': 0.49324397194097624, 'a0_fall': 37.40036398377688, 'a1_fall': -0.2989210834381405, 'a7_fall': -0.9790249099210335, 'b1_fall': 1.0025529712511076, 'b7_fall': 0.9157535504157674, 'a0_winter': 37.20388252977028, 'a1_winter': 0.9200121183696646, 'a7_winter': -0.5508057394020687, 'b1_winter': 0.16835654974475533, 'b7_winter': 1.7440099607495028, 'ERD_choice': 1}"
4,"{'B_PSH': 1439373.7514382338, 'N_pv1_sub': 863.5639139442203, 'a0_spring': 37.49228205563174, 'a1_spring': 0.10136992305070627, 'a7_spring': -0.848163161352244, 'b1_spring': -0.6631128870866098, 'b7_spring': -0.4222170121179187, 'a0_summer': 37.22896459526836, 'a1_summer': -1.2498494166525262, 'a7_summer': -0.6815067194353318, 'b1_summer': -0.5022980549724818, 'b7_summer': 0.7715454347727685, 'a0_fall': 37.442379477599545, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807056950772049, 'b1_fall': -0.18921834943458335, 'b7_fall': -0.8048659880685424, 'a0_winter': 37.20213042764698, 'a1_winter': -0.04746214630361362, 'a7_winter': -0.177847832328865, 'b1_winter': -0.8114242106539686, 'b7_winter': -0.7396462632037117, 'ERD_choice': 1}"
5,"{'B_PSH': 1464288.4401108674, 'N_pv1_sub': 861.9322832146826, 'a0_spring': 37.20001809626366, 'a1_spring': -0.004265260156934396, 'a7_spring': -0.809134553736144, 'b1_spring': -1.1039800266560178, 'b7_spring': -0.36820217900573077, 'a0_summer': 37.229091670547305, 'a1_summer': -0.05189539581556424, 'a7_summer': -0.6610564216789432, 'b1_summer': -0.0341706560019126, 'b7_summer': -0.47401781230428897, 'a0_fall': 37.52646268318328, 'a1_fall': -0.29553241571095157, 'a7_fall': -0.8481010107930252, 'b1_fall': -0.2522489339837283, 'b7_fall': -0.5989601921249517, 'a0_winter': 37.263701422111296, 'a1_winter': 0.8160089200083269, 'a7_winter': -1.5143054088666488, 'b1_winter': -0.6768916794302233, 'b7_winter': 0.763801700729517, 'ERD_choice': 1}"
6,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 838.2872508820456, 'a0_spring': 37.486404353536734, 'a1_spring': -0.8699528477068418, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.9524747931917961, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.330196010930095, 'a1_summer': -1.3212122119824006, 'a7_summer': -0.2081613913845629, 'b1_summer': 0.2601774165905289, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.19264567726853155, 'b7_fall': 0.3486862452986009, 'a0_winter': 37.20191949728764, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.5811566589442678, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.5458473362942886, 'ERD_choice': 1}"
7,"{'B_PSH': 1440700.6670711427, 'N_pv1_sub': 838.2872508820456, 'a0_spring': 37.48623425614394, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8563372301499909, 'b1_spring': -0.7222425107002501, 'b7_spring': -0.4206698892195254, 'a0_summer': 37.2294947241158, 'a1_summer': -1.2895194231792577, 'a7_summer': -0.2081613913845629, 'b1_summer': -0.8321641724785482, 'b7_summer': 0.48403790955115283, 'a0_fall': 37.4354808076365, 'a1_fall': 1.2144536524561742, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6259853931455016, 'a0_winter': 37.20213042764698, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.5123626102394294, 'b1_winter': -0.8015446424800614, 'b7_winter': 1.4796491949864414, 'ERD_choice': 1}"
8,"{'B_PSH': 1469643.4423582926, 'N_pv1_sub': 870.9360902461515, 'a0_spring': 37.47897717277772, 'a1_spring': -0.3107589295197507, 'a7_spring': -1.0163667854608969, 'b1_spring': 0.964232195395901, 'b7_spring': -0.33347622931139365, 'a0_summer': 37.23691809946435, 'a1_summer': -0.09214053832919035, 'a7_summer': -0.7853904482915399, 'b1_summer': -1.075586996898658, 'b7_summer': -0.717197490976506, 'a0_fall': 37.437776187265115, 'a1_fall': 1.563009753603728, 'a7_fall': -0.8615459942949584, 'b1_fall': 0.2622256261076854, 'b7_fall': 0.9313444044539272, 'a0_winter': 37.20384007928758, 'a1_winter': 0.9596249294988066, 'a7_winter': -0.17946857110377035, 'b1_winter': -0.9044731448327172, 'b7_winter': 1.808808427674827, 'ERD_choice': 1}"
9,"{'B_PSH': 1334989.237303186, 'N_pv1_sub': 815.8890207853083, 'a0_spring': 37.2068435721614, 'a1_spring': -0.8876366994217237, 'a7_spring': -0.8610474310598477, 'b1_spring': 0.8948106499119939, 'b7_spring': -0.35084428750957153, 'a0_summer': 37.37437345795847, 'a1_summer': -1.0555334680996038, 'a7_summer': -0.2082216307688576, 'b1_summer': -1.0436200673411204, 'b7_summer': 0.970005678721661, 'a0_fall': 37.523251991572735, 'a1_fall': -0.4233966780532341, 'a7_fall': -0.952082098767846, 'b1_fall': -0.33129269092240515, 'b7_fall': -0.9075851930447472, 'a0_winter': 37.27323812592852, 'a1_winter': 0.8996206522008462, 'a7_winter': 0.5144405982898784, 'b1_winter': 1.3900504707317864, 'b7_winter': 0.9113381037335747, 'ERD_choice': 1}"
